model,type,family,run_idx,sentence,reason
gemini-3.5-flash,LLM,gemini,12,The car we leased broke.,wrong length: 5 words (expected 6 or 7)
gemini-3.5-flash,LLM,gemini,16,Every book the girl read vanished.,"pos 0 is ""every"", expected det (the/a)"
gemini-3.5-flash,LLM,gemini,16,That toy a child broke squeaked.,"pos 0 is ""that"", expected det (the/a)"
gemini-3.5-flash,LLM,gemini,19,This boy that girl pushed slipped.,"pos 0 is ""this"", expected det (the/a)"
gemini-3.5-flash,LLM,gemini,19,Each student every teacher helped succeeded.,"pos 0 is ""each"", expected det (the/a)"
gemini-3.5-flash,LLM,gemini,19,Some people those leaders misled rebelled.,"pos 0 is ""some"", expected det (the/a)"
gemini-3.5-flash,LLM,gemini,20,The car I bought broke.,wrong length: 5 words (expected 6 or 7)
gemini-3.5-flash,LLM,gemini,20,The book you recommended fell.,wrong length: 5 words (expected 6 or 7)
gemini-3.5-flash,LLM,gemini,20,The pie we baked cooled.,wrong length: 5 words (expected 6 or 7)
gemini-3.5-flash,LLM,gemini,20,The dog they rescued barked.,wrong length: 5 words (expected 6 or 7)
gemini-3.5-flash,LLM,gemini,20,The plan she designed failed.,wrong length: 5 words (expected 6 or 7)
gemini-3.5-flash,LLM,gemini,23,Every student every book read smiled.,"pos 0 is ""every"", expected det (the/a)"
gemini-3.5-flash,LLM,gemini,23,That girl that song sang danced.,"pos 0 is ""that"", expected det (the/a)"
gemini-3.5-flash,LLM,gemini,26,The young boy his sister saw run.,"pos 3 is ""his"", expected det (the/a)"
gemini-3.5-flash,LLM,gemini,26,The hungry dog the bone wanted chew.,"pos 2 is ""dog"", expected ""that"""
gemini-3.5-flash,LLM,gemini,26,Our friendly neighbors the car watched leave.,"pos 0 is ""our"", expected det (the/a)"
gemini-3.5-flash,LLM,gemini,26,That brave firefighter the child helped escape.,"pos 0 is ""that"", expected det (the/a)"
gemini-3.5-flash,LLM,gemini,26,The excited crowd the singer heard perform.,"pos 2 is ""crowd"", expected ""that"""
gemini-3.5-flash-think,LRM,gemini,13,The toy the child lost appeared.,pattern mismatch
glm-4.5,LLM,glm,1,The cat that the dog that the boy owned chased climbed the tree.,wrong length: 13 words (expected 6 or 7)
glm-4.5,LLM,glm,1,The book that the professor who the students respected wrote became a bestseller.,relative pronoun: who
glm-4.5,LLM,glm,1,The house that the architect who the mayor hired designed won an award.,relative pronoun: who
glm-4.5,LLM,glm,1,The car that the mechanic that the dealership employed fixed broke down again.,wrong length: 13 words (expected 6 or 7)
glm-4.5,LLM,glm,1,The painting that the artist who the gallery represented created sold for a million dollars.,relative pronoun: who
glm-4.5,LLM,glm,2,The book that the student read was interesting.,wrong length: 8 words (expected 6 or 7)
glm-4.5,LLM,glm,2,The man that the woman interviewed got the job.,wrong length: 9 words (expected 6 or 7)
glm-4.5,LLM,glm,2,The house that the builder constructed was impressive.,wrong length: 8 words (expected 6 or 7)
glm-4.5,LLM,glm,3,The cat that the dog that the boy owned chased climbed the tree.,wrong length: 13 words (expected 6 or 7)
glm-4.5,LLM,glm,3,The report that the committee that the board established reviewed was comprehensive.,wrong length: 12 words (expected 6 or 7)
glm-4.5,LLM,glm,3,The book that the author that the critic admired wrote became a bestseller.,wrong length: 13 words (expected 6 or 7)
glm-4.5,LLM,glm,3,The house that the architect that the developer hired designed won an award.,wrong length: 13 words (expected 6 or 7)
glm-4.5,LLM,glm,3,The car that the mechanic that the dealership employed fixed ran perfectly.,wrong length: 12 words (expected 6 or 7)
glm-4.5,LLM,glm,4,The cat that the dog that the boy owned chased ran up the tree.,wrong length: 14 words (expected 6 or 7)
glm-4.5,LLM,glm,4,The report that the committee that the senator formed submitted was approved.,wrong length: 12 words (expected 6 or 7)
glm-4.5,LLM,glm,4,The book that the author that the publisher discovered wrote became a bestseller.,wrong length: 13 words (expected 6 or 7)
glm-4.5,LLM,glm,4,The house that the builder that the architect hired constructed won an award.,wrong length: 13 words (expected 6 or 7)
glm-4.5,LLM,glm,4,The car that the mechanic that the dealership employed fixed was sold quickly.,wrong length: 13 words (expected 6 or 7)
glm-4.5,LLM,glm,5,The cat that the dog that the boy owned chased ran away.,wrong length: 12 words (expected 6 or 7)
glm-4.5,LLM,glm,5,The book that the professor who the students respected wrote became a bestseller.,relative pronoun: who
glm-4.5,LLM,glm,5,The house that the architect who the magazine featured designed won an award.,relative pronoun: who
glm-4.5,LLM,glm,5,The car that the mechanic who the dealer recommended fixed runs perfectly now.,relative pronoun: who
glm-4.5,LLM,glm,5,The painting that the artist who the gallery represented created sold for a million dollars.,relative pronoun: who
glm-4.5,LLM,glm,6,The cat that was sleeping in the sun meowed loudly.,wrong length: 10 words (expected 6 or 7)
glm-4.5,LLM,glm,6,The book which I borrowed from the library has interesting characters.,relative pronoun: which
glm-4.5,LLM,glm,6,The student who studied diligently passed the exam with flying colors.,relative pronoun: who
glm-4.5,LLM,glm,6,The house that stands on the hill was built in the 1920s.,wrong length: 12 words (expected 6 or 7)
glm-4.5,LLM,glm,6,The car that parked illegally was towed away by the police.,wrong length: 11 words (expected 6 or 7)
glm-4.5,LLM,glm,7,The book that I bought yesterday has a beautiful cover with intricate designs.,wrong length: 13 words (expected 6 or 7)
glm-4.5,LLM,glm,7,The woman who lives next door has a garden filled with colorful flowers.,relative pronoun: who
glm-4.5,LLM,glm,7,The car that parked in front of our house has a dent on its passenger side door.,wrong length: 17 words (expected 6 or 7)
glm-4.5,LLM,glm,7,The restaurant that just opened downtown serves a delicious pasta with homemade sauce.,wrong length: 13 words (expected 6 or 7)
glm-4.5,LLM,glm,7,The teacher who won the award received a certificate with a golden seal.,relative pronoun: who
glm-4.5,LLM,glm,8,The teacher who explained the lesson graded the papers that were submitted late.,relative pronoun: who
glm-4.5,LLM,glm,8,The car that was parked illegally received a ticket which caused the owner to complain.,relative pronoun: which
glm-4.5,LLM,glm,8,The children who played in the park built a sandcastle that impressed their parents.,relative pronoun: who
glm-4.5,LLM,glm,8,The book that I borrowed from the library contains information which helped me with my project.,relative pronoun: which
glm-4.5,LLM,glm,8,The restaurant where we had dinner last night serves food that is made from locally sourced ingredients.,relative pronoun: where
glm-4.5,LLM,glm,9,The cat that the dog that the boy owned chased escaped.,wrong length: 11 words (expected 6 or 7)
glm-4.5,LLM,glm,9,The book that the professor who the students respected wrote became a bestseller.,relative pronoun: who
glm-4.5,LLM,glm,9,The house that the architect who the magazine featured designed won an award.,relative pronoun: who
glm-4.5,LLM,glm,9,The car that the mechanic that the dealership hired repaired broke down again.,wrong length: 13 words (expected 6 or 7)
glm-4.5,LLM,glm,9,The painting that the artist who the gallery represented created sold for a million dollars.,relative pronoun: who
glm-4.5,LLM,glm,10,The old house that stood on the hill collapsed during the storm.,wrong length: 12 words (expected 6 or 7)
glm-4.5,LLM,glm,10,The children who played in the park ran home when it started to rain.,relative pronoun: who
glm-4.5,LLM,glm,10,The book that I borrowed from the library needs to be returned tomorrow.,wrong length: 13 words (expected 6 or 7)
glm-4.5,LLM,glm,10,The man who lives next door works as a doctor at the local hospital.,relative pronoun: who
glm-4.5,LLM,glm,10,The car that was parked outside was damaged by the falling tree.,wrong length: 12 words (expected 6 or 7)
glm-4.5,LLM,glm,11,"The cat, which was sleeping on the couch, suddenly woke up.",relative pronoun: which
glm-4.5,LLM,glm,11,The book that I borrowed from the library is due tomorrow.,wrong length: 11 words (expected 6 or 7)
glm-4.5,LLM,glm,11,"My neighbor, who lives across the street, won the lottery.",relative pronoun: who
glm-4.5,LLM,glm,11,The restaurant where we had dinner last night has closed down.,relative pronoun: where
glm-4.5,LLM,glm,11,The teacher who taught me math is retiring this year.,relative pronoun: who
glm-4.5,LLM,glm,12,The cat that the dog that the boy owned chased ran up the tree.,wrong length: 14 words (expected 6 or 7)
glm-4.5,LLM,glm,12,The report that the committee that the senator formed submitted was approved.,wrong length: 12 words (expected 6 or 7)
glm-4.5,LLM,glm,12,The book that the author that the critic admired wrote became a bestseller.,wrong length: 13 words (expected 6 or 7)
glm-4.5,LLM,glm,12,The house that the architect that the developer hired designed won an award.,wrong length: 13 words (expected 6 or 7)
glm-4.5,LLM,glm,12,The car that the mechanic that the dealership employed repaired was sold quickly.,wrong length: 13 words (expected 6 or 7)
glm-4.5,LLM,glm,13,The cat that the dog chased ran up the tree.,wrong length: 10 words (expected 6 or 7)
glm-4.5,LLM,glm,13,The book that I bought yesterday is on the table.,wrong length: 10 words (expected 6 or 7)
glm-4.5,LLM,glm,13,The man who the woman interviewed got the job.,relative pronoun: who
glm-4.5,LLM,glm,13,The house that the architect designed won an award.,wrong length: 9 words (expected 6 or 7)
glm-4.5,LLM,glm,13,The car that the mechanic repaired is running smoothly now.,wrong length: 10 words (expected 6 or 7)
glm-4.5,LLM,glm,14,"The cat, which was sleeping on the couch, suddenly woke up.",relative pronoun: which
glm-4.5,LLM,glm,14,"The book, which I borrowed from the library, needs to be returned.",relative pronoun: which
glm-4.5,LLM,glm,14,"The children, who were playing in the park, ran home when it started to rain.",relative pronoun: who
glm-4.5,LLM,glm,14,"The car, which had been parked illegally, was towed away.",relative pronoun: which
glm-4.5,LLM,glm,14,"The teacher, who had been explaining the concept, asked if there were any questions.",relative pronoun: who
glm-4.5,LLM,glm,15,The book that I bought yesterday is fascinating.,wrong length: 8 words (expected 6 or 7)
glm-4.5,LLM,glm,15,The woman who lives next door is a doctor.,relative pronoun: who
glm-4.5,LLM,glm,15,The car that was parked outside belongs to my friend.,wrong length: 10 words (expected 6 or 7)
glm-4.5,LLM,glm,15,The movie which we watched last night won several awards.,relative pronoun: which
glm-4.5,LLM,glm,15,The house where I grew up has been sold.,relative pronoun: where
glm-4.5,LLM,glm,16,The book that the student read was interesting.,wrong length: 8 words (expected 6 or 7)
glm-4.5,LLM,glm,16,The car that the mechanic repaired broke down again.,wrong length: 9 words (expected 6 or 7)
glm-4.5,LLM,glm,16,The painting that the artist created won an award.,wrong length: 9 words (expected 6 or 7)
glm-4.5,LLM,glm,17,The book that I bought yesterday fell off the shelf.,wrong length: 10 words (expected 6 or 7)
glm-4.5,LLM,glm,17,The woman who lives next door works at the hospital.,relative pronoun: who
glm-4.5,LLM,glm,17,The car that was parked outside got a ticket.,wrong length: 9 words (expected 6 or 7)
glm-4.5,LLM,glm,17,The children who played in the park went home for dinner.,relative pronoun: who
glm-4.5,LLM,glm,17,The movie that we watched last night won three awards.,wrong length: 10 words (expected 6 or 7)
glm-4.5,LLM,glm,18,"The cat, which was sleeping on the couch, suddenly woke up.",relative pronoun: which
glm-4.5,LLM,glm,18,The book that I borrowed from the library is due tomorrow.,wrong length: 11 words (expected 6 or 7)
glm-4.5,LLM,glm,18,The man who lives next door is a famous musician.,relative pronoun: who
glm-4.5,LLM,glm,18,The car that parked in front of our house belongs to my aunt.,wrong length: 13 words (expected 6 or 7)
glm-4.5,LLM,glm,18,The children who played in the park went home for dinner.,relative pronoun: who
glm-4.5,LLM,glm,19,The book that I borrowed from the library is due tomorrow.,wrong length: 11 words (expected 6 or 7)
glm-4.5,LLM,glm,19,The woman who lives next door is a doctor.,relative pronoun: who
glm-4.5,LLM,glm,19,The car that was parked in the driveway belongs to my uncle.,wrong length: 12 words (expected 6 or 7)
glm-4.5,LLM,glm,19,The movie which we watched last night won several awards.,relative pronoun: which
glm-4.5,LLM,glm,19,The restaurant where we had dinner last week has closed down.,relative pronoun: where
glm-4.5,LLM,glm,20,The cat that chased the mouse that ate the cheese slept on the mat.,wrong length: 14 words (expected 6 or 7)
glm-4.5,LLM,glm,20,The teacher that graded the student that wrote the essay praised the class.,wrong length: 13 words (expected 6 or 7)
glm-4.5,LLM,glm,20,The dog that barked at the mailman that delivered the package wagged its tail.,wrong length: 14 words (expected 6 or 7)
glm-4.5,LLM,glm,20,The woman that interviewed the candidate that applied for the job made the decision.,wrong length: 14 words (expected 6 or 7)
glm-4.5,LLM,glm,20,The house that stood on the hill that overlooked the lake was painted white.,wrong length: 14 words (expected 6 or 7)
glm-4.5,LLM,glm,21,The cat that the dog that the boy chased barked at meowed loudly.,wrong length: 13 words (expected 6 or 7)
glm-4.5,LLM,glm,21,The book that the professor who the students respected assigned was difficult.,relative pronoun: who
glm-4.5,LLM,glm,21,The house that the builder that the architect hired constructed was impressive.,wrong length: 12 words (expected 6 or 7)
glm-4.5,LLM,glm,21,The car that the mechanic that the owner trusted repaired broke down again.,wrong length: 13 words (expected 6 or 7)
glm-4.5,LLM,glm,21,The idea that the researcher that the committee selected proposed was innovative.,wrong length: 12 words (expected 6 or 7)
glm-4.5,LLM,glm,22,The proposal that was approved by the committee was implemented immediately.,wrong length: 11 words (expected 6 or 7)
glm-4.5,LLM,glm,22,The book that was written by the famous author won several awards.,wrong length: 12 words (expected 6 or 7)
glm-4.5,LLM,glm,22,The car that was repaired by the mechanic runs much better now.,wrong length: 12 words (expected 6 or 7)
glm-4.5,LLM,glm,22,The painting that was restored by the experts was displayed in the museum.,wrong length: 13 words (expected 6 or 7)
glm-4.5,LLM,glm,22,The decision that was made by the board affected all employees.,wrong length: 11 words (expected 6 or 7)
glm-4.5,LLM,glm,23,The book that the student read was interesting.,wrong length: 8 words (expected 6 or 7)
glm-4.5,LLM,glm,23,The man that the woman interviewed got the job.,wrong length: 9 words (expected 6 or 7)
glm-4.5,LLM,glm,23,The house that the storm damaged was rebuilt.,wrong length: 8 words (expected 6 or 7)
glm-4.5,LLM,glm,23,The car that the mechanic fixed is working now.,wrong length: 9 words (expected 6 or 7)
glm-4.5,LLM,glm,24,The cat that was sleeping peacefully jumped suddenly.,wrong length: 8 words (expected 6 or 7)
glm-4.5,LLM,glm,24,The book which I borrowed yesterday needs to be returned.,relative pronoun: which
glm-4.5,LLM,glm,24,The children who were playing outside ran home when it started to rain.,relative pronoun: who
glm-4.5,LLM,glm,24,The car that was parked illegally got a ticket.,wrong length: 9 words (expected 6 or 7)
glm-4.5,LLM,glm,24,The woman who lives next door is a doctor.,relative pronoun: who
glm-4.5,LLM,glm,25,The cat chased the mouse.,wrong length: 5 words (expected 6 or 7)
glm-4.5,LLM,glm,25,A student read the book.,wrong length: 5 words (expected 6 or 7)
glm-4.5,LLM,glm,25,My brother fixed the car.,wrong length: 5 words (expected 6 or 7)
glm-4.5,LLM,glm,25,The teacher explained the lesson.,wrong length: 5 words (expected 6 or 7)
glm-4.5,LLM,glm,25,The dog fetched the ball.,wrong length: 5 words (expected 6 or 7)
glm-4.5,LLM,glm,26,The book that I bought yesterday fell off the shelf.,wrong length: 10 words (expected 6 or 7)
glm-4.5,LLM,glm,26,The woman who lives next door works at the hospital.,relative pronoun: who
glm-4.5,LLM,glm,26,The car that was parked outside got a ticket.,wrong length: 9 words (expected 6 or 7)
glm-4.5,LLM,glm,26,The children who were playing in the park went home.,relative pronoun: who
glm-4.5,LLM,glm,26,The movie that we watched last night won an award.,wrong length: 10 words (expected 6 or 7)
glm-4.5,LLM,glm,27,The cat that was sleeping on the couch suddenly woke up.,wrong length: 11 words (expected 6 or 7)
glm-4.5,LLM,glm,27,The book which I borrowed from the library is due tomorrow.,relative pronoun: which
glm-4.5,LLM,glm,27,The children who were playing in the park ran home when it started raining.,relative pronoun: who
glm-4.5,LLM,glm,27,The car that was parked by the curb had a flat tire.,wrong length: 12 words (expected 6 or 7)
glm-4.5,LLM,glm,27,The woman who lives next door is a famous artist.,relative pronoun: who
glm-4.5,LLM,glm,28,The teacher who explained the lesson assigned homework that was challenging.,relative pronoun: who
glm-4.5,LLM,glm,28,The book that I borrowed from the library contains information which is fascinating.,relative pronoun: which
glm-4.5,LLM,glm,28,The dog that barked loudly chased the cat which ran across the street.,relative pronoun: which
glm-4.5,LLM,glm,28,The restaurant where we ate last night serves food that tastes delicious.,relative pronoun: where
glm-4.5,LLM,glm,28,The student who answered the question correctly received praise that was well-deserved.,relative pronoun: who
glm-4.5,LLM,glm,29,"The cat, which was sleeping on the couch, suddenly woke up.",relative pronoun: which
glm-4.5,LLM,glm,29,The book that I borrowed from the library is due tomorrow.,wrong length: 11 words (expected 6 or 7)
glm-4.5,LLM,glm,29,The man who lives next door is a doctor.,relative pronoun: who
glm-4.5,LLM,glm,29,The car that was parked in the driveway has been stolen.,wrong length: 11 words (expected 6 or 7)
glm-4.5,LLM,glm,29,The children who were playing in the park went home.,relative pronoun: who
glm-4.5,LLM,glm,30,The cat that the dog that the boy owned chased escaped.,wrong length: 11 words (expected 6 or 7)
glm-4.5,LLM,glm,30,The book that the professor who the students respected wrote became a bestseller.,relative pronoun: who
glm-4.5,LLM,glm,30,The house that the architect who the firm hired designed won an award.,relative pronoun: who
glm-4.5,LLM,glm,30,The car that the mechanic who the dealership recommended fixed broke down again.,relative pronoun: who
glm-4.5,LLM,glm,30,The painting that the artist who the gallery represented created sold for a million dollars.,relative pronoun: who
glm-4.5-think,LRM,glm,1,My teacher a book reads writes.,"pos 0 is ""my"", expected det (the/a)"
glm-4.5-think,LRM,glm,1,This car that truck overtakes passes.,"pos 0 is ""this"", expected det (the/a)"
glm-4.5-think,LRM,glm,1,Her dog a bone eats buries.,"pos 0 is ""her"", expected det (the/a)"
glm-4.5-think,LRM,glm,2,My book this author wrote read.,"pos 0 is ""my"", expected det (the/a)"
glm-4.5-think,LRM,glm,2,That car this driver bought sold.,"pos 0 is ""that"", expected det (the/a)"
glm-4.5-think,LRM,glm,2,Every bird a fish caught ate.,"pos 0 is ""every"", expected det (the/a)"
glm-4.5-think,LRM,glm,3,The dog the owner saw running in the park was a Labrador.,wrong length: 12 words (expected 6 or 7)
glm-4.5-think,LRM,glm,3,The book the student read and enjoyed yesterday was a bestseller.,coordination (and/or)
glm-4.5-think,LRM,glm,3,The man the police had arrested was a known criminal.,wrong length: 10 words (expected 6 or 7)
glm-4.5-think,LRM,glm,3,The house the builders were constructing last year won an award.,wrong length: 11 words (expected 6 or 7)
glm-4.5-think,LRM,glm,3,The car the mechanic fixed and tested yesterday is ready.,coordination (and/or)
glm-4.5-think,LRM,glm,4,The dog that barked loudly scared the mailman.,wrong length: 8 words (expected 6 or 7)
glm-4.5-think,LRM,glm,4,The woman who won the lottery donated her prize.,relative pronoun: who
glm-4.5-think,LRM,glm,4,The tree that fell in the storm blocked the road.,wrong length: 10 words (expected 6 or 7)
glm-4.5-think,LRM,glm,4,The boy who broke the window apologized.,relative pronoun: who
glm-4.5-think,LRM,glm,4,The movie that won the award was directed by a newcomer.,wrong length: 11 words (expected 6 or 7)
glm-4.5-think,LRM,glm,5,The book that I read yesterday was interesting.,wrong length: 8 words (expected 6 or 7)
glm-4.5-think,LRM,glm,5,The man who the woman interviewed got the job.,relative pronoun: who
glm-4.5-think,LRM,glm,5,The house that the storm destroyed was old.,wrong length: 8 words (expected 6 or 7)
glm-4.5-think,LRM,glm,6,The book that the student read was interesting.,wrong length: 8 words (expected 6 or 7)
glm-4.5-think,LRM,glm,9,The woman wearing a red dress entered the room.,wrong length: 9 words (expected 6 or 7)
glm-4.5-think,LRM,glm,9,The car parked illegally was towed away.,"pos 3 is ""illegally"", expected det (the/a)"
glm-4.5-think,LRM,glm,9,The children playing in the park laughed loudly.,wrong length: 8 words (expected 6 or 7)
glm-4.5-think,LRM,glm,9,The documents stolen from the office have been recovered.,wrong length: 9 words (expected 6 or 7)
glm-4.5-think,LRM,glm,9,The man accused of the crime protested his innocence.,wrong length: 9 words (expected 6 or 7)
glm-4.5-think,LRM,glm,11,The woman wearing the blue coat won the award.,wrong length: 9 words (expected 6 or 7)
glm-4.5-think,LRM,glm,11,The car parked illegally was towed away.,"pos 3 is ""illegally"", expected det (the/a)"
glm-4.5-think,LRM,glm,11,The children playing in the park need supervision.,wrong length: 8 words (expected 6 or 7)
glm-4.5-think,LRM,glm,11,The book written by Hemingway sold millions.,"pos 3 is ""by"", expected det (the/a)"
glm-4.5-think,LRM,glm,11,The man arrested last week confessed to the crime.,wrong length: 9 words (expected 6 or 7)
glm-4.5-think,LRM,glm,13,The happy little children and the puppies played and laughed.,coordination (and/or)
glm-4.5-think,LRM,glm,13,The tall green trees and the bushes swayed and rustled.,coordination (and/or)
glm-4.5-think,LRM,glm,13,The loud booming thunder and the lightning rumbled and flashed.,coordination (and/or)
glm-4.5-think,LRM,glm,13,The colorful tropical birds and the butterflies flew and fluttered.,coordination (and/or)
glm-4.5-think,LRM,glm,13,The bright twinkling stars and the planets shone and glowed.,coordination (and/or)
glm-4.5-think,LRM,glm,14,The book that the student reads opens new worlds.,wrong length: 9 words (expected 6 or 7)
glm-4.5-think,LRM,glm,15,The woman wearing a red dress crossed the street.,wrong length: 9 words (expected 6 or 7)
glm-4.5-think,LRM,glm,15,The house built in 1920 needs renovation.,"pos 3 is ""in"", expected det (the/a)"
glm-4.5-think,LRM,glm,15,The boy kicked by the ball started crying.,wrong length: 8 words (expected 6 or 7)
glm-4.5-think,LRM,glm,15,The car parked illegally received a ticket.,"pos 3 is ""illegally"", expected det (the/a)"
glm-4.5-think,LRM,glm,15,The student studying diligently passed the exam.,"pos 3 is ""diligently"", expected det (the/a)"
glm-4.5-think,LRM,glm,17,The cat that meowed loudly ran away.,"pos 3 is ""meowed"", expected det (the/a)"
glm-4.5-think,LRM,glm,17,The book that I read last week was fascinating.,wrong length: 9 words (expected 6 or 7)
glm-4.5-think,LRM,glm,17,The student who studies hard will succeed.,relative pronoun: who
glm-4.5-think,LRM,glm,17,The house that they built is beautiful.,"pos 3 is ""they"", expected det (the/a)"
glm-4.5-think,LRM,glm,17,The computer that crashed needs repair.,"pos 2 is ""that"", expected det (the/a)"
glm-4.5-think,LRM,glm,18,The book that I borrowed yesterday needs to be returned tomorrow.,wrong length: 11 words (expected 6 or 7)
glm-4.5-think,LRM,glm,18,The woman who lives next door won the gardening competition.,relative pronoun: who
glm-4.5-think,LRM,glm,18,The car that was parked illegally received a parking ticket.,wrong length: 10 words (expected 6 or 7)
glm-4.5-think,LRM,glm,18,The children who played in the park went home for dinner.,relative pronoun: who
glm-4.5-think,LRM,glm,18,The movie that we watched last night received excellent reviews.,wrong length: 10 words (expected 6 or 7)
glm-4.5-think,LRM,glm,19,The book read by the student fascinated the professor.,wrong length: 9 words (expected 6 or 7)
glm-4.5-think,LRM,glm,19,The cake baked by the chef delighted the guests.,wrong length: 9 words (expected 6 or 7)
glm-4.5-think,LRM,glm,19,The car repaired by the mechanic ran smoothly.,wrong length: 8 words (expected 6 or 7)
glm-4.5-think,LRM,glm,19,The song written by the artist topped the charts.,wrong length: 9 words (expected 6 or 7)
glm-4.5-think,LRM,glm,19,The tree planted by the gardener flourished quickly.,wrong length: 8 words (expected 6 or 7)
glm-4.5-think,LRM,glm,20,The woman standing by the door waved.,"pos 3 is ""by"", expected det (the/a)"
glm-4.5-think,LRM,glm,20,The documents stolen from the safe were recovered.,wrong length: 8 words (expected 6 or 7)
glm-4.5-think,LRM,glm,20,The children playing in the park shouted excitedly.,wrong length: 8 words (expected 6 or 7)
glm-4.5-think,LRM,glm,20,The car parked illegally received a ticket.,"pos 3 is ""illegally"", expected det (the/a)"
glm-4.5-think,LRM,glm,20,The man injured in the accident received treatment.,wrong length: 8 words (expected 6 or 7)
glm-4.5-think,LRM,glm,24,The man bitten by the dog screamed.,"pos 3 is ""by"", expected det (the/a)"
glm-4.5-think,LRM,glm,24,The window broken by the boy shattered.,"pos 3 is ""by"", expected det (the/a)"
glm-4.5-think,LRM,glm,24,The letter written by the secretary arrived.,"pos 3 is ""by"", expected det (the/a)"
glm-4.5-think,LRM,glm,24,The cake decorated by the chef looked beautiful.,wrong length: 8 words (expected 6 or 7)
glm-4.5-think,LRM,glm,24,The bridge designed by the engineers collapsed.,"pos 3 is ""by"", expected det (the/a)"
glm-4.5-think,LRM,glm,25,The evidence collected yesterday disappeared.,wrong length: 5 words (expected 6 or 7)
glm-4.5-think,LRM,glm,25,The man arrested last week fled.,"pos 2 is ""arrested"", expected det (the/a)"
glm-4.5-think,LRM,glm,25,The package delivered this morning arrived.,"pos 2 is ""delivered"", expected det (the/a)"
glm-4.5-think,LRM,glm,25,The car stolen last night vanished.,"pos 2 is ""stolen"", expected det (the/a)"
glm-4.5-think,LRM,glm,25,The trees planted in spring grew.,"pos 2 is ""planted"", expected det (the/a)"
glm-4.5-think,LRM,glm,26,The woman singing in the choir won the competition.,wrong length: 9 words (expected 6 or 7)
glm-4.5-think,LRM,glm,26,The car parked in the driveway belongs to my neighbor.,wrong length: 10 words (expected 6 or 7)
glm-4.5-think,LRM,glm,26,The children playing in the park need supervision.,wrong length: 8 words (expected 6 or 7)
glm-4.5-think,LRM,glm,26,The book written by J.K. Rowling became a bestseller.,wrong length: 9 words (expected 6 or 7)
glm-4.5-think,LRM,glm,26,The man arrested by the police confessed to the crime.,wrong length: 10 words (expected 6 or 7)
glm-4.5-think,LRM,glm,27,The woman I saw smiled.,wrong length: 5 words (expected 6 or 7)
glm-4.5-think,LRM,glm,27,The idea I thought of vanished.,"pos 2 is ""i"", expected det (the/a)"
glm-4.5-think,LRM,glm,27,The man I looked at waved.,"pos 2 is ""i"", expected det (the/a)"
glm-4.5-think,LRM,glm,27,The book I read fell.,wrong length: 5 words (expected 6 or 7)
glm-4.5-think,LRM,glm,27,The car I passed stopped.,wrong length: 5 words (expected 6 or 7)
glm-4.5-think,LRM,glm,28,The professor graded the paper the student submitted yesterday.,wrong length: 9 words (expected 6 or 7)
glm-4.5-think,LRM,glm,28,She admired the painting the artist donated to the gallery.,wrong length: 10 words (expected 6 or 7)
glm-4.5-think,LRM,glm,28,We repaired the computer the technician damaged accidentally.,wrong length: 8 words (expected 6 or 7)
glm-4.5-think,LRM,glm,28,He recognized the song the band performed at the concert.,wrong length: 10 words (expected 6 or 7)
glm-4.5-think,LRM,glm,28,They discussed the theory the researcher proposed recently.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,1,The cat the veterinarian treated was finally cured.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,1,The book the librarian shelved was lost for years.,wrong length: 9 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,1,The car the mechanic repaired ran smoothly again.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,1,The song the singer performed was praised by critics.,wrong length: 9 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,1,The project the manager completed was awarded an honor.,wrong length: 9 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,2,The book the editor revised was published last month.,wrong length: 9 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,2,The song the singer performed won the award.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,2,The project the manager completed met all deadlines.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,4,The cat the teacher walked the past tense verb.,wrong length: 9 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,4,The book the student read the past tense verb.,wrong length: 9 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,4,The car the driver fixed the past tense verb.,wrong length: 9 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,4,The song the singer performed the past tense verb.,wrong length: 9 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,4,The project the team completed the past tense verb.,wrong length: 9 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,5,The cat the veterinarian treated was very sick.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,5,The book the professor assigned was extremely difficult.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,5,The car the mechanic repaired ran perfectly afterward.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,5,The student the teacher praised earned top marks.,wrong length: 8 words (expected 6 or 7)
