model,type,family,run_idx,sentence
gemini-3.5-flash,LLM,gemini,15,The book the student the teacher the principal praised assigned read lost.
gemini-3.5-flash,LLM,gemini,15,The car the mechanic the owner the driver hired questioned repaired crashed.
gemini-3.5-flash,LLM,gemini,15,The song the singer the writer the producer hired challenged sang failed.
gemini-3.5-flash,LLM,gemini,15,The painting the artist the collector the museum sued hired created burned.
gemini-3.5-flash,LLM,gemini,16,The patient the nurse the doctor the intern assisted supervised treated recovered.
gemini-3.5-flash,LLM,gemini,16,The program the intern the engineer the architect hired trained tested crashed.
gemini-3.5-flash,LLM,gemini,16,The suspect the officer the detective the chief suspected questioned arrested confessed.
gemini-3.5-flash,LLM,gemini,16,The student the tutor the teacher the principal blamed defended praised graduated.
gemini-3.5-flash,LLM,gemini,16,The book the student the editor the publisher rejected revised read succeeded.
gemini-3.5-flash,LLM,gemini,17,The boys the girls the teachers the principals disliked avoided ignored tolerated.
gemini-3.5-flash,LLM,gemini,17,The dog the cat the rat the cheese attracted bit chased lost.
gemini-3.5-flash,LLM,gemini,17,The program the coder the system the company hired designed updated crashed.
gemini-3.5-flash,LLM,gemini,17,The patients the doctors the clinics the governments funded hired treated cured.
gemini-3.5-flash,LLM,gemini,17,The report the analyst the manager the executives questioned reviewed edited filed.
gemini-3.5-flash,LLM,gemini,18,The client the designer the developer the manager hired assisted liked resigned.
gemini-3.5-flash,LLM,gemini,18,The child the puppy the kitten the hamster scratched bit chased loved cried.
gemini-3.5-flash,LLM,gemini,18,The student the teacher the principal the superintendent praised questioned dismissed thanked.
gemini-3.5-flash,LLM,gemini,18,The patient the doctor the nurse the intern trained assisted treated recovered.
gemini-3.5-flash,LLM,gemini,18,The cheese the rat the cat the dog chased caught ate smelled moldy.
gemini-3.5-flash,LLM,gemini,19,The chef the critic the writer the editor praised questioned disliked resigned.
gemini-3.5-flash,LLM,gemini,19,The dog the cat the rat the mouse bit chased scratched escaped.
gemini-3.5-flash,LLM,gemini,19,The doctor the nurse the patient the visitor saw helped thanked retired.
gemini-3.5-flash,LLM,gemini,19,The teacher the student the parent the principal called questioned blamed apologized.
gemini-3.5-flash,LLM,gemini,19,The boy the girl the man the woman saw met liked wave.
gemini-3.5-flash,LLM,gemini,20,The chef the critic the writer the editor praised questioned congratulated retired.
gemini-3.5-flash,LLM,gemini,20,The dog the cat the rat the beetle bit chased scratched escaped.
gemini-3.5-flash,LLM,gemini,20,The child the mother the doctor the nurse scolded consulted thanked smiled.
gemini-3.5-flash,LLM,gemini,20,The student the teacher the principal the superintendent disliked suspended reprimanded resigned.
gemini-3.5-flash,LLM,gemini,20,The artist the collector the dealer the curator discovered hired trusted triumphed.
gemini-3.5-flash,LLM,gemini,21,The chef the critic the writer the blogger mentioned praised fired resigned.
gemini-3.5-flash,LLM,gemini,21,The patient the doctor the nurse the intern assisted treated cured thanked.
gemini-3.5-flash,LLM,gemini,21,The book the student the teacher the principal recommended assigned read vanished.
gemini-3.5-flash,LLM,gemini,21,The house the architect the builder the contractor hired designed constructed collapsed.
gemini-3.5-flash,LLM,gemini,21,The software the programmer the analyst the manager supervised tested modified crashed.
gemini-3.5-flash,LLM,gemini,23,The patient the nurse the doctor the intern assisted supervised blamed sued.
gemini-3.5-flash,LLM,gemini,23,The mouse the cat the dog the boy chased startled bit escaped.
gemini-3.5-flash,LLM,gemini,23,The code the programmer the manager the client hired directed reviewed failed.
gemini-3.5-flash,LLM,gemini,23,The book the student the teacher the principal selected praised assigned lost.
gemini-3.5-flash,LLM,gemini,23,The song the singer the producer the critic disliked hired recorded trended.
gemini-3.5-flash,LLM,gemini,24,The story the book the student the teacher recommended contained explained ended well.
gemini-3.5-flash,LLM,gemini,24,The house the builder the architect the client hired consulted constructed collapsed.
gemini-3.5-flash,LLM,gemini,24,The song the singer the writer the producer hired inspired performed went viral.
gemini-3.5-flash,LLM,gemini,24,The car the mechanic the driver the owner trusted hired repaired crashed.
gemini-3.5-flash,LLM,gemini,25,The chefs the waiters the patrons the critics praised disliked avoided resigned.
gemini-3.5-flash,LLM,gemini,25,The artists the collectors the dealers the curators ignored supported questioned retired.
gemini-3.5-flash,LLM,gemini,25,The students the teachers the principals the superintendents feared respected disliked resigned.
gemini-3.5-flash,LLM,gemini,25,The programmers the users the testers the managers hired blamed trusted quit.
gemini-3.5-flash,LLM,gemini,25,The dogs the cats the mice the birds watched chased feared fled.
gemini-3.5-flash,LLM,gemini,26,The man the boy the dog the cat scratched bit chased smiled.
gemini-3.5-flash,LLM,gemini,26,The book the student the teacher the principal praised recommended read lost.
gemini-3.5-flash,LLM,gemini,26,The report the intern the manager the director hired questioned approved filed.
gemini-3.5-flash,LLM,gemini,26,The song the singer the writer the critic disliked adored performed failed.
gemini-3.5-flash,LLM,gemini,26,The cheese the mouse the cat the dog chased caught ate smelled.
gemini-3.5-flash,LLM,gemini,27,The dog the cat the mouse the cheese attracted bit chased ran.
gemini-3.5-flash,LLM,gemini,27,The man the woman the child the toy pleased watched thanked smiled.
gemini-3.5-flash,LLM,gemini,27,The book the student the teacher the principal hired liked read lost.
gemini-3.5-flash,LLM,gemini,27,The chef the critic the writer the editor hired praised inspired quit.
gemini-3.5-flash,LLM,gemini,27,The artist the collector the dealer the museum selected contacted praised retired.
gemini-3.5-flash,LLM,gemini,28,The mouse that the cat that the dog that the boy owned chased caught escaped.
gemini-3.5-flash,LLM,gemini,28,The cheese that the rat that the cat that the chef kept feared ate smelled.
gemini-3.5-flash,LLM,gemini,29,The mouse the cat the dog the boy chased bit scratched died.
gemini-3.5-flash,LLM,gemini,29,The document the intern the manager the director promoted reviewed printed lost.
gemini-3.5-flash,LLM,gemini,29,The painting the artist the collector the thief targeted acquired finished burned.
gemini-3.5-flash,LLM,gemini,29,The book the student the teacher the librarian recommended assigned read misplaced.
gemini-3.5-flash,LLM,gemini,30,The cheese the rat the cat the dog chased caught ate smelled.
gemini-3.5-flash,LLM,gemini,30,The book the student the teacher the principal praised questioned read lost.
gemini-3.5-flash,LLM,gemini,30,The car the mechanic the driver the owner hired blamed repaired crashed.
gemini-3.5-flash,LLM,gemini,30,The report the analyst the manager the director promoted questioned reviewed leaked.
gemini-3.5-flash,LLM,gemini,30,The song the child the mother the father loved sang hummed recorded.
gemini-3.5-flash-think,LRM,gemini,1,The cheese the rat the cat the dog chased caught ate smelled.
gemini-3.5-flash-think,LRM,gemini,1,The student the teacher the principal the parent annoyed fired praised graduated.
gemini-3.5-flash-think,LRM,gemini,1,The car the mechanic the owner the insurer called paid fixed broke.
gemini-3.5-flash-think,LRM,gemini,1,The book the editor the author the publicist helped hired revised sold.
gemini-3.5-flash-think,LRM,gemini,1,The computer the programmer the manager the client phoned scolded broke crashed.
gemini-3.5-flash-think,LRM,gemini,3,The patient the nurse the doctor the intern assisted paged treated survived.
gemini-3.5-flash-think,LRM,gemini,3,The chef the critic the waiter the customer tipped blamed praised rejoiced.
gemini-3.5-flash-think,LRM,gemini,3,The student the teacher the principal the parent called warned helped graduated.
gemini-3.5-flash-think,LRM,gemini,3,The book the author the editor the publisher fired hired wrote sold.
gemini-3.5-flash-think,LRM,gemini,3,The computer the programmer the manager the client annoyed hired designed crashed.
gemini-3.5-flash-think,LRM,gemini,4,The juice the girl the boy the dog chased liked drank stained.
gemini-3.5-flash-think,LRM,gemini,4,The car the mechanic the driver the cop stopped hired fixed broke.
gemini-3.5-flash-think,LRM,gemini,4,The book the student the teacher the principal fired praised read disappeared.
gemini-3.5-flash-think,LRM,gemini,4,The song the singer the writer the critic insulted inspired performed ended.
gemini-3.5-flash-think,LRM,gemini,4,The house the builder the architect the client sued employed constructed collapsed.
gemini-3.5-flash-think,LRM,gemini,5,The masterpiece the artist the critic the reporter interviewed praised painted vanished.
gemini-3.5-flash-think,LRM,gemini,5,The car the mechanic the driver the bystander filmed blamed repaired crashed.
gemini-3.5-flash-think,LRM,gemini,5,The book the author the editor the publisher hired advised wrote failed.
gemini-3.5-flash-think,LRM,gemini,5,The software the coder the manager the director fired instructed designed glitched.
gemini-3.5-flash-think,LRM,gemini,5,The house the builder the architect the client sued recommended constructed collapsed.
gemini-3.5-flash-think,LRM,gemini,6,The chef the critic the waiter the customer angered avoided praised resigned.
gemini-3.5-flash-think,LRM,gemini,6,The book the student the teacher the principal hired scolded read vanished.
gemini-3.5-flash-think,LRM,gemini,6,The car the mechanic the owner the thief injured blamed repaired broke.
gemini-3.5-flash-think,LRM,gemini,6,The painting the artist the patron the agent fired supported painted faded.
gemini-3.5-flash-think,LRM,gemini,6,The software the developer the manager the director promoted pressured wrote crashed.
gemini-3.5-flash-think,LRM,gemini,7,The cheese the mouse the cat the dog scared caught ate smelled.
gemini-3.5-flash-think,LRM,gemini,7,The report the intern the manager the director promoted hired wrote leaked.
gemini-3.5-flash-think,LRM,gemini,7,The car the mechanic the owner the banker sued paid fixed broke.
gemini-3.5-flash-think,LRM,gemini,7,The masterpiece the artist the patron the rival envied funded made vanished.
gemini-3.5-flash-think,LRM,gemini,7,The toy the child the mother the father called scolded lost broke.
gemini-3.5-flash-think,LRM,gemini,8,The man the chef the critic the waiter served despised hired resigned.
gemini-3.5-flash-think,LRM,gemini,8,The student the teacher the principal the parent angered fired helped graduated.
gemini-3.5-flash-think,LRM,gemini,8,The patient the doctor the nurse the intern assisted blamed treated recovered.
gemini-3.5-flash-think,LRM,gemini,8,The book the author the editor the publisher hired advised wrote vanished.
gemini-3.5-flash-think,LRM,gemini,8,The car the mechanic the driver the officer stopped paid repaired stalled.
gemini-3.5-flash-think,LRM,gemini,9,The patient that the doctor that the nurse that the clinic hired supervised treated recovered.
gemini-3.5-flash-think,LRM,gemini,9,The rat that the cat that the dog that the boy kept bit chased died.
gemini-3.5-flash-think,LRM,gemini,10,The boy the girl the bird the seed lured scratched helped smiled.
gemini-3.5-flash-think,LRM,gemini,10,The intern the designer the director the salary pleased hired trained resigned.
gemini-3.5-flash-think,LRM,gemini,10,The victim the detective the suspect the evidence implicated outsmarted protected survived.
gemini-3.5-flash-think,LRM,gemini,10,The king the knight the dragon the gold tempted wounded defended celebrated.
gemini-3.5-flash-think,LRM,gemini,10,The dog the cat the rat the cheese attracted bit chased escaped.
gemini-3.5-flash-think,LRM,gemini,11,The cheese the rat the cat the dog chased caught ate spoiled.
gemini-3.5-flash-think,LRM,gemini,11,The car the mechanic the owner the police questioned hired fixed stalled.
gemini-3.5-flash-think,LRM,gemini,11,The song the singer the producer the manager fired sued sang ended.
gemini-3.5-flash-think,LRM,gemini,11,The house the builder the architect the client sued blamed renovated collapsed.
gemini-3.5-flash-think,LRM,gemini,11,The letter the spy the guard the captain trusted captured wrote burned.
gemini-3.5-flash-think,LRM,gemini,12,The patient the nurse the clinic the storm damaged hired treated recovered.
gemini-3.5-flash-think,LRM,gemini,12,The book the student the teacher the school dismissed praised lost fell.
gemini-3.5-flash-think,LRM,gemini,12,The car the mechanic the garage the fire destroyed employed repaired exploded.
gemini-3.5-flash-think,LRM,gemini,12,The chef the critic the newspaper the lawsuit ruined hired disliked quit.
gemini-3.5-flash-think,LRM,gemini,12,The cat the dog the boy the girl helped trained chased meowed.
gemini-3.5-flash-think,LRM,gemini,13,The student the teacher the principal the superintendent warned avoided helped failed.
gemini-3.5-flash-think,LRM,gemini,13,The mouse the cat the dog the owner leashed chased caught escaped.
gemini-3.5-flash-think,LRM,gemini,13,The report the analyst the manager the director hired blamed wrote vanished.
gemini-3.5-flash-think,LRM,gemini,13,The code the programmer the client the competitor sued annoyed deleted crashed.
gemini-3.5-flash-think,LRM,gemini,13,The diamond the thief the detective the informant betrayed pursued stole glittered.
gemini-3.5-flash-think,LRM,gemini,14,The book the student the teacher the principal fired praised read disappeared.
gemini-3.5-flash-think,LRM,gemini,14,The car the mechanic the owner the police arrested hired fixed broke down.
gemini-3.5-flash-think,LRM,gemini,14,The song the singer the producer the label sued discovered performed trended.
gemini-3.5-flash-think,LRM,gemini,14,The painting the artist the collector the thief robbed commissioned created burned.
gemini-3.5-flash-think,LRM,gemini,14,The house the architect the client the bank bankrupted employed designed collapsed.
gemini-3.5-flash-think,LRM,gemini,15,The book the student the teacher the principal hired praised read disappeared.
gemini-3.5-flash-think,LRM,gemini,15,The car the mechanic the owner the driver blamed paid repaired broke.
gemini-3.5-flash-think,LRM,gemini,15,The painting the artist the critic the public ignored admired created burned.
gemini-3.5-flash-think,LRM,gemini,15,The mouse the cat the dog the man kicked chased caught escaped.
gemini-3.5-flash-think,LRM,gemini,15,The report the executive the manager the assistant helped promoted wrote leaked.
gemini-3.5-flash-think,LRM,gemini,16,The cheese the rat the cat the dog chased ate smelled fell.
gemini-3.5-flash-think,LRM,gemini,16,The book the student the teacher the principal fired praised lost disappeared.
gemini-3.5-flash-think,LRM,gemini,16,The car the mechanic the driver the officer arrested hired fixed broke.
gemini-3.5-flash-think,LRM,gemini,16,The painting the artist the critic the patron ignored detested sold vanished.
gemini-3.5-flash-think,LRM,gemini,16,The letter the mailman the dog the boy called bit delivered burned.
gemini-3.5-flash-think,LRM,gemini,17,The man the dog the cat the mouse scared scratched bit screamed.
gemini-3.5-flash-think,LRM,gemini,17,The teacher the student the parent the principal phoned blamed annoyed resigned.
gemini-3.5-flash-think,LRM,gemini,17,The car the truck the barrier the rust weakened stopped hit exploded.
gemini-3.5-flash-think,LRM,gemini,17,The chef the critic the waiter the customer tipped ignored praised smiled.
gemini-3.5-flash-think,LRM,gemini,17,The app the user the bug the update triggered confused deleted crashed.
gemini-3.5-flash-think,LRM,gemini,18,The dog the cat the mouse the cheese attracted bit chased ran.
gemini-3.5-flash-think,LRM,gemini,18,The teacher the student the parent the principal scolded blamed annoyed resigned.
gemini-3.5-flash-think,LRM,gemini,18,The chef the critic the waiter the customer tipped insulted praised smiled.
gemini-3.5-flash-think,LRM,gemini,18,The child the mother the doctor the nurse assisted called hugged cried.
gemini-3.5-flash-think,LRM,gemini,18,The building the architect the assistant the agency fired helped designed collapsed.
gemini-3.5-flash-think,LRM,gemini,19,The report the secretary the executive the assistant helped blamed wrote leaked.
gemini-3.5-flash-think,LRM,gemini,19,The song the band the producer the critic annoyed hired played ended.
gemini-3.5-flash-think,LRM,gemini,19,The car the mechanic the driver the officer stopped paid fixed stalled.
gemini-3.5-flash-think,LRM,gemini,19,The painting the artist the patron the thief distracted funded created burned.
gemini-3.5-flash-think,LRM,gemini,19,The book the author the editor the publisher rushed advised wrote sold.
gemini-3.5-flash-think,LRM,gemini,20,The report the intern the manager the director hired fired wrote leaked.
gemini-3.5-flash-think,LRM,gemini,20,The car the mechanic the customer the salesman cheated blamed fixed broke.
gemini-3.5-flash-think,LRM,gemini,20,The program the coder the teacher the student annoyed helped designed crashed.
gemini-3.5-flash-think,LRM,gemini,20,The book the boy the girl the dog bit chased read fell.
gemini-3.5-flash-think,LRM,gemini,20,The cake the guest the host the cook hired thanked ate vanished.
gemini-3.5-flash-think,LRM,gemini,21,The book the girl the boy the teacher praised helped read vanished.
gemini-3.5-flash-think,LRM,gemini,21,The car the man the woman the child hugged hired bought broke.
gemini-3.5-flash-think,LRM,gemini,21,The song the singer the writer the fan annoyed inspired performed resonated.
gemini-3.5-flash-think,LRM,gemini,21,The house the builder the architect the client sued recommended constructed collapsed.
gemini-3.5-flash-think,LRM,gemini,21,The painting the artist the model the photographer distracted selected created burned.
gemini-3.5-flash-think,LRM,gemini,22,The cheese the rat the cat the dog chased killed ate rotted.
gemini-3.5-flash-think,LRM,gemini,22,The cake the boy the sister the mother scolded helped baked burned.
gemini-3.5-flash-think,LRM,gemini,22,The letter the postman the dog the boy trained bit delivered vanished.
gemini-3.5-flash-think,LRM,gemini,22,The report the student the teacher the principal fired praised wrote disappeared.
gemini-3.5-flash-think,LRM,gemini,22,The painting the artist the critic the crowd cheered annoyed painted faded.
gemini-3.5-flash-think,LRM,gemini,23,The report the intern the manager the executive fired blamed wrote vanished.
gemini-3.5-flash-think,LRM,gemini,23,The cheese the mouse the cat the dog chased caught ate smelled.
gemini-3.5-flash-think,LRM,gemini,23,The car the mechanic the owner the thief threatened hired fixed broke.
gemini-3.5-flash-think,LRM,gemini,23,The book the student the teacher the principal praised helped read fell.
gemini-3.5-flash-think,LRM,gemini,23,The house the builder the client the banker avoided sued designed collapsed.
gemini-3.5-flash-think,LRM,gemini,24,The boy the girl the dog the cat scratched bit kicked cried.
gemini-3.5-flash-think,LRM,gemini,24,The car the truck the bike the kid hit scratched dented stalled.
gemini-3.5-flash-think,LRM,gemini,24,The cheese the rat the cat the dog chased caught ate vanished.
gemini-3.5-flash-think,LRM,gemini,24,The book the student the teacher the principal scolded praised lost reappeared.
gemini-3.5-flash-think,LRM,gemini,24,The software the developer the manager the director fired hired designed crashed.
gemini-3.5-flash-think,LRM,gemini,25,The dog the cat the rat the cheese lured bit chased escaped.
gemini-3.5-flash-think,LRM,gemini,25,The director the actor the agent the contract pleased hired sued retired.
gemini-3.5-flash-think,LRM,gemini,25,The student the teacher the parent the letter worried blamed helped graduated.
gemini-3.5-flash-think,LRM,gemini,25,The suspect the detective the witness the bribe corrupted helped arrested escaped.
gemini-3.5-flash-think,LRM,gemini,25,The patient the doctor the researcher the funding enabled advised cured recovered.
gemini-3.5-flash-think,LRM,gemini,26,The dog the cat the rat the man saw bit chased barked.
gemini-3.5-flash-think,LRM,gemini,26,The cheese the mouse the cat the dog chased caught ate smelled.
gemini-3.5-flash-think,LRM,gemini,26,The car the mechanic the owner the lawyer sued paid fixed stalled.
gemini-3.5-flash-think,LRM,gemini,26,The book the student the teacher the principal fired praised read vanished.
gemini-3.5-flash-think,LRM,gemini,26,The patient the doctor the nurse the director hired assisted treated recovered.
gemini-3.5-flash-think,LRM,gemini,27,The cheese the mouse the cat the dog chased bit ate spoiled.
gemini-3.5-flash-think,LRM,gemini,27,The book the student the teacher the principal fired praised read vanished.
gemini-3.5-flash-think,LRM,gemini,27,The car the man the woman the child distracted helped drove crashed.
gemini-3.5-flash-think,LRM,gemini,27,The house the family the builder the banker sued helped bought burned.
gemini-3.5-flash-think,LRM,gemini,27,The song the singer the writer the critic loathed inspired sang played.
gemini-3.5-flash-think,LRM,gemini,28,The masterpiece the artist the critic the patron supported detested painted vanished.
gemini-3.5-flash-think,LRM,gemini,28,The car the mechanic the owner the driver insulted hired fixed stalled.
gemini-3.5-flash-think,LRM,gemini,28,The book the student the teacher the principal scolded helped read disappeared.
gemini-3.5-flash-think,LRM,gemini,28,The song the singer the producer the director fired discovered sang resonated.
gemini-3.5-flash-think,LRM,gemini,28,The house the builder the architect the client sued employed constructed collapsed.
gemini-3.5-flash-think,LRM,gemini,29,The cheese the rat the cat the dog chased bit ate spoiled.
gemini-3.5-flash-think,LRM,gemini,29,The book the student the teacher the principal praised helped read disappeared.
gemini-3.5-flash-think,LRM,gemini,29,The car the mechanic the assistant the manager blamed helped built crashed.
gemini-3.5-flash-think,LRM,gemini,29,The program the coder the boss the client annoyed fired wrote failed.
gemini-3.5-flash-think,LRM,gemini,29,The soup the chef the critic the editor phoned praised made spilled.
gemini-3.5-flash-think,LRM,gemini,30,The cheese the rat the cat the dog chased ate nibbled smelled.
gemini-3.5-flash-think,LRM,gemini,30,The patient the nurse the doctor the chief hired paged helped recovered.
gemini-3.5-flash-think,LRM,gemini,30,The car the mechanic the driver the police stopped called fixed stalled.
gemini-3.5-flash-think,LRM,gemini,30,The book the student the teacher the principal scolded inspired read disappeared.
gemini-3.5-flash-think,LRM,gemini,30,The house the builder the architect the client sued hired built collapsed.
glm-4.5,LLM,glm,22,The cat that the dog that the bird that the mouse chased startled hunted purred.
glm-4.5,LLM,glm,22,The book that the student that the teacher that the principal admired recommended read fascinated.
glm-4.5,LLM,glm,22,The car that the mechanic that the owner that the dealer trusted hired repaired broke down.
glm-4.5,LLM,glm,22,The painting that the artist that the critic that the gallery owner praised exhibited created sold.
glm-4.5-think,LRM,glm,6,The student that the teacher that the principal that the school hired recommended praised graduated.
glm-4.5-think,LRM,glm,6,The car that the mechanic that the owner that the dealer employed hired maintained drove.
glm-4.5-think,LRM,glm,6,The letter that the secretary that the manager that the director signed wrote typed sent.
glm-4.5-think,LRM,glm,6,The cake that the baker that the customer that the shop paid ordered baked ate.
glm-4.5-think,LRM,glm,6,The movie that the director that the producer that the studio hired funded directed released.
glm-4.5-think,LRM,glm,10,The sun the moon the stars the sky shine twinkle glow sparkle.
glm-4.5-think,LRM,glm,10,The teacher the student the book the desk read write learn study.
glm-4.5-think,LRM,glm,10,The chef the knife the onion the pot chop stir fry boil.
glm-4.5-think,LRM,glm,10,The car the road the engine the wheel drive turn accelerate brake.
glm-4.5-think,LRM,glm,10,The flower the bee the garden the wind bloom buzz sway blow.
glm-4.5-think,LRM,glm,11,The dog the cat the bird the fish jumped ran swam flew.
glm-4.5-think,LRM,glm,11,The teacher the student the book the desk wrote read taught closed.
glm-4.5-think,LRM,glm,11,The car the bus the train the plane drove flew traveled arrived.
glm-4.5-think,LRM,glm,11,The apple the banana the orange the grape grew ripened fell rotted.
glm-4.5-think,LRM,glm,11,The house the tree the flower the grass stood bloomed swayed grew.
glm-4.5-think,LRM,glm,14,The cat that the dog that the bird that the fish swam flew chased ate.
glm-4.5-think,LRM,glm,14,The boy that the girl that the man that the woman kicked hit pushed saw.
glm-4.5-think,LRM,glm,14,The car that the truck that the bus that the bike scratched damaged hit crashed.
glm-4.5-think,LRM,glm,14,The teacher that the student that the principal that the dean expelled punished scolded praised.
glm-4.5-think,LRM,glm,14,The king that the queen that the prince that the princess despised admired hated loved.
qwen3-30b-a3b,LLM,qwen,2,The cat the student the teacher the doctor laughed laughed laughed laughed.
qwen3-30b-a3b,LLM,qwen,2,The book the writer the editor the professor read read read read.
qwen3-30b-a3b,LLM,qwen,2,The car the mechanic the driver the passenger broke broke broke broke.
qwen3-30b-a3b,LLM,qwen,2,The song the singer the composer the musician played played played played.
qwen3-30b-a3b,LLM,qwen,2,The project the manager the team the client completed completed completed completed.
qwen3-30b-a3b,LLM,qwen,4,The cat the student the teacher the doctor laughed laughed laughed laughed.
qwen3-30b-a3b,LLM,qwen,4,The book the writer the editor the publisher printed printed printed printed.
qwen3-30b-a3b,LLM,qwen,4,The song the singer the producer the label released released released released.
qwen3-30b-a3b,LLM,qwen,4,The project the manager the team the client completed completed completed completed.
qwen3-30b-a3b,LLM,qwen,4,The game the player the coach the team won won won won.
qwen3-30b-a3b,LLM,qwen,6,The cat the hunter the watcher the guardian stalks stalks stalks stalks.
qwen3-30b-a3b,LLM,qwen,6,The dog the protector the guard the defender barks barks barks barks.
qwen3-30b-a3b,LLM,qwen,6,The bird the flyer the watcher the scout flies flies flies flies.
qwen3-30b-a3b,LLM,qwen,6,The wolf the tracker the hunter the survivor runs runs runs runs.
qwen3-30b-a3b,LLM,qwen,6,The tree the guardian the watcher the protector stands stands stands stands.
qwen3-30b-a3b,LLM,qwen,7,The cat the detective the teacher the student ran ran ran ran.
qwen3-30b-a3b,LLM,qwen,7,The book the librarian the professor the researcher read read read read.
qwen3-30b-a3b,LLM,qwen,7,The car the mechanic the driver the passenger fixed fixed fixed fixed.
qwen3-30b-a3b,LLM,qwen,7,The song the singer the musician the composer wrote wrote wrote wrote.
qwen3-30b-a3b,LLM,qwen,7,The project the manager the developer the designer completed completed completed completed.
qwen3-30b-a3b,LLM,qwen,11,The cat the student the teacher the doctor ran ran ran ran.
qwen3-30b-a3b,LLM,qwen,11,The book the writer the editor the publisher wrote wrote wrote wrote.
qwen3-30b-a3b,LLM,qwen,11,The car the mechanic the driver the passenger fixed fixed fixed fixed.
qwen3-30b-a3b,LLM,qwen,11,The song the singer the producer the band performed performed performed performed.
qwen3-30b-a3b,LLM,qwen,11,The plan the manager the employee the leader executed executed executed executed.
qwen3-30b-a3b,LLM,qwen,12,The cat the chef the waiter the manager ordered ordered ordered ordered.
qwen3-30b-a3b,LLM,qwen,12,The book the teacher the student the librarian read read read read.
qwen3-30b-a3b,LLM,qwen,12,The car the mechanic the driver the passenger fixed fixed fixed fixed.
qwen3-30b-a3b,LLM,qwen,12,The song the singer the band the audience loved loved loved loved.
qwen3-30b-a3b,LLM,qwen,12,The project the leader the team the client completed completed completed completed.
qwen3-30b-a3b,LLM,qwen,13,The cat the hunter the gardener the teacher walked ran jumped danced.
qwen3-30b-a3b,LLM,qwen,13,The dog the chef the artist the student painted drew sang played.
qwen3-30b-a3b,LLM,qwen,13,The bird the doctor the musician the writer sang composed wrote read.
qwen3-30b-a3b,LLM,qwen,13,The tree the engineer the actor the poet built acted wrote performed.
qwen3-30b-a3b,LLM,qwen,13,The river the scientist the dancer the poet flowed swam danced wrote.
qwen3-30b-a3b,LLM,qwen,14,The cat the musician the teacher the student sings dances jumps runs.
qwen3-30b-a3b,LLM,qwen,14,The book the doctor the lawyer the engineer reads writes speaks listens.
qwen3-30b-a3b,LLM,qwen,14,The car the chef the actor the artist drives paints draws sketches.
qwen3-30b-a3b,LLM,qwen,14,The song the singer the dancer the musician hums sways performs sings.
qwen3-30b-a3b,LLM,qwen,14,The tree the gardener the scientist the student grows shelters blooms shades.
qwen3-30b-a3b,LLM,qwen,15,The cat the student the teacher the doctor ran jumped climbed flew danced.
qwen3-30b-a3b,LLM,qwen,15,The book the writer the editor the publisher wrote typed published read.
qwen3-30b-a3b,LLM,qwen,15,The car the mechanic the driver the passenger broke started drove stopped.
qwen3-30b-a3b,LLM,qwen,15,The song the singer the musician the producer sang played recorded performed.
qwen3-30b-a3b,LLM,qwen,15,The plan the leader the team the manager devised executed implemented reviewed.
qwen3-30b-a3b,LLM,qwen,18,The cat the astronaut the chef the teacher laughed screamed shouted whispered.
qwen3-30b-a3b,LLM,qwen,18,The book the manager the artist the student painted drew wrote read.
qwen3-30b-a3b,LLM,qwen,18,The car the driver the mechanic the engineer repaired fixed tested drove.
qwen3-30b-a3b,LLM,qwen,18,The song the singer the composer the musician sang played composed listened.
qwen3-30b-a3b,LLM,qwen,20,The cat the student the teacher the doctor laughed laughed laughed laughed.
qwen3-30b-a3b,LLM,qwen,20,The book the writer the editor the publisher published published published published.
qwen3-30b-a3b,LLM,qwen,20,The song the singer the producer the label released released released released.
qwen3-30b-a3b,LLM,qwen,20,The project the manager the team the client completed completed completed completed.
qwen3-30b-a3b,LLM,qwen,20,The game the player the coach the team won won won won.
qwen3-30b-a3b,LLM,qwen,21,The cat the chef the waiter the manager smiled smiled nodded nodded.
qwen3-30b-a3b,LLM,qwen,21,The book the teacher the student the librarian read read studied studied.
qwen3-30b-a3b,LLM,qwen,21,The car the driver the passenger the mechanic fixed fixed checked tested tested.
qwen3-30b-a3b,LLM,qwen,21,The song the singer the dancer the musician sang sang performed played.
qwen3-30b-a3b,LLM,qwen,21,The project the leader the team the client completed completed reviewed approved approved.
qwen3-30b-a3b,LLM,qwen,22,The cat the student the teacher the doctor laughed laughed laughed laughed.
qwen3-30b-a3b,LLM,qwen,22,The book the writer the editor the publisher published published published published.
qwen3-30b-a3b,LLM,qwen,22,The car the driver the mechanic the engineer fixed fixed fixed fixed.
qwen3-30b-a3b,LLM,qwen,22,The song the singer the producer the musician performed performed performed performed.
qwen3-30b-a3b,LLM,qwen,22,The project the manager the team the client completed completed completed completed.
qwen3-30b-a3b,LLM,qwen,24,The cat the veterinarian the teacher the student ran ran ran ran.
qwen3-30b-a3b,LLM,qwen,24,The book the librarian the professor the researcher read read read read.
qwen3-30b-a3b,LLM,qwen,24,The car the mechanic the driver the passenger fixed fixed fixed fixed.
qwen3-30b-a3b,LLM,qwen,24,The song the singer the composer the musician played played played played.
qwen3-30b-a3b,LLM,qwen,24,The project the manager the team the client completed completed completed completed.
qwen3-30b-a3b,LLM,qwen,25,The cat the neighbor the teacher the student ran ran ran ran.
