model,type,family,run_idx,sentence
gemini-3.5-flash,LLM,gemini,13,The man the woman called waved.
gemini-3.5-flash,LLM,gemini,13,The bird the cat stalked flew.
gemini-3.5-flash,LLM,gemini,13,The child the teacher praised blushed.
gemini-3.5-flash,LLM,gemini,14,The child the puppy chased tripped.
gemini-3.5-flash,LLM,gemini,14,The actor the director hired apologized.
gemini-3.5-flash,LLM,gemini,14,The athlete the coach trained collapsed.
gemini-3.5-flash,LLM,gemini,14,The student the teacher scolded cried.
gemini-3.5-flash,LLM,gemini,14,The criminal the police pursued escaped.
gemini-3.5-flash,LLM,gemini,15,The letter the boy wrote arrived.
gemini-3.5-flash,LLM,gemini,15,The vase the cat broke shattered.
gemini-3.5-flash,LLM,gemini,15,The flower the girl picked wilted.
gemini-3.5-flash,LLM,gemini,15,The sun the clouds blocked reappeared.
gemini-3.5-flash,LLM,gemini,15,The ice the sun melted dripped.
gemini-3.5-flash,LLM,gemini,16,The dog the boy trained barked.
gemini-3.5-flash,LLM,gemini,16,A car a man bought broke.
gemini-3.5-flash,LLM,gemini,16,The horse a rider led stumbled.
gemini-3.5-flash,LLM,gemini,17,The car the man bought broke.
gemini-3.5-flash,LLM,gemini,17,The book the student read disappeared.
gemini-3.5-flash,LLM,gemini,17,The food the chef prepared spoiled.
gemini-3.5-flash,LLM,gemini,17,The song the band played ended.
gemini-3.5-flash,LLM,gemini,17,The dog the boy chased escaped.
gemini-3.5-flash,LLM,gemini,18,The mouse the cat chased ran.
gemini-3.5-flash,LLM,gemini,18,The book the student read fell.
gemini-3.5-flash,LLM,gemini,18,The ball the boy kicked rolled.
gemini-3.5-flash,LLM,gemini,18,The man the dog bit cried.
gemini-3.5-flash,LLM,gemini,18,The car the mechanic fixed broke.
gemini-3.5-flash,LLM,gemini,19,The man the dog bit ran.
gemini-3.5-flash,LLM,gemini,19,A cat the bird watched flew.
gemini-3.5-flash,LLM,gemini,21,The cake the baker baked fell.
gemini-3.5-flash,LLM,gemini,21,The letter the girl wrote arrived.
gemini-3.5-flash,LLM,gemini,21,The dog the boy chased escaped.
gemini-3.5-flash,LLM,gemini,21,The car the man bought broke.
gemini-3.5-flash,LLM,gemini,21,The secret the friend kept leaked.
gemini-3.5-flash,LLM,gemini,22,the dog the cat chased ran
gemini-3.5-flash,LLM,gemini,22,the boy the girl helped smiled
gemini-3.5-flash,LLM,gemini,22,the man the woman loved died
gemini-3.5-flash,LLM,gemini,22,the bird the cat caught escaped
gemini-3.5-flash,LLM,gemini,22,the actor the director praised bowed
gemini-3.5-flash,LLM,gemini,23,The chef the meal prepared laughed.
gemini-3.5-flash,LLM,gemini,23,A dog a bone chewed slept.
gemini-3.5-flash,LLM,gemini,23,The wind the trees shook howled.
gemini-3.5-flash,LLM,gemini,24,The boy the dog bit cried.
gemini-3.5-flash,LLM,gemini,24,The horse the man rode tripped.
gemini-3.5-flash,LLM,gemini,24,The thief the police caught confessed.
gemini-3.5-flash,LLM,gemini,24,The glass the child dropped shattered.
gemini-3.5-flash,LLM,gemini,24,The actor the director hired bowed.
gemini-3.5-flash,LLM,gemini,25,The actor the director hired tripped.
gemini-3.5-flash,LLM,gemini,25,The musician the audience applauded smiled.
gemini-3.5-flash,LLM,gemini,25,The athlete the coach benched cried.
gemini-3.5-flash,LLM,gemini,25,The kitten the family adopted slept.
gemini-3.5-flash,LLM,gemini,25,The suspect the police chased fell.
gemini-3.5-flash,LLM,gemini,27,The actor the director cast blushed.
gemini-3.5-flash,LLM,gemini,27,The package the mailman delivered arrived.
gemini-3.5-flash,LLM,gemini,27,The student the teacher praised smiled.
gemini-3.5-flash,LLM,gemini,27,The runner the coach trained collapsed.
gemini-3.5-flash,LLM,gemini,27,The bird the cat chased vanished.
gemini-3.5-flash,LLM,gemini,28,the dog the cat chased ran
gemini-3.5-flash,LLM,gemini,28,the man the child helped smiled
gemini-3.5-flash,LLM,gemini,28,the player the coach selected cheered
gemini-3.5-flash,LLM,gemini,28,the book the student read disappeared
gemini-3.5-flash,LLM,gemini,28,the car the truck hit spun
gemini-3.5-flash,LLM,gemini,29,The boy the dog chased tripped.
gemini-3.5-flash,LLM,gemini,29,The artist the critic praised smiled.
gemini-3.5-flash,LLM,gemini,29,The teacher the student thanked bowed.
gemini-3.5-flash,LLM,gemini,29,The child the mother hugged laughed.
gemini-3.5-flash,LLM,gemini,29,The suspect the police pursued escaped.
gemini-3.5-flash,LLM,gemini,30,The letter the boy wrote disappeared.
gemini-3.5-flash,LLM,gemini,30,The house the fire destroyed collapsed.
gemini-3.5-flash,LLM,gemini,30,The path the guide chose vanished.
gemini-3.5-flash,LLM,gemini,30,The toy the child broke fell.
gemini-3.5-flash,LLM,gemini,30,The song the choir sang ended.
gemini-3.5-flash-think,LRM,gemini,1,The boy the girl helped smiled.
gemini-3.5-flash-think,LRM,gemini,1,The car the man bought crashed.
gemini-3.5-flash-think,LRM,gemini,1,The bird the cat watched flew.
gemini-3.5-flash-think,LRM,gemini,1,The student the teacher praised laughed.
gemini-3.5-flash-think,LRM,gemini,1,The toy the child dropped fell.
gemini-3.5-flash-think,LRM,gemini,2,The boy the girl saw waved.
gemini-3.5-flash-think,LRM,gemini,2,The car the man bought vanished.
gemini-3.5-flash-think,LRM,gemini,2,The book the teacher read fell.
gemini-3.5-flash-think,LRM,gemini,2,The letter the woman wrote arrived.
gemini-3.5-flash-think,LRM,gemini,2,The child the mother hugged smiled.
gemini-3.5-flash-think,LRM,gemini,3,The cheese the mouse ate smelled.
gemini-3.5-flash-think,LRM,gemini,3,The car the man bought broke.
gemini-3.5-flash-think,LRM,gemini,3,The book the student wrote vanished.
gemini-3.5-flash-think,LRM,gemini,3,The dog the boy found barked.
gemini-3.5-flash-think,LRM,gemini,3,The ball the girl threw bounced.
gemini-3.5-flash-think,LRM,gemini,4,The rat the cat chased died.
gemini-3.5-flash-think,LRM,gemini,4,The dog the boy trained barked.
gemini-3.5-flash-think,LRM,gemini,4,The glass the girl dropped fell.
gemini-3.5-flash-think,LRM,gemini,4,The car the man drove stalled.
gemini-3.5-flash-think,LRM,gemini,4,The bird the cat stalked escaped.
gemini-3.5-flash-think,LRM,gemini,5,The cat the dog chased ran.
gemini-3.5-flash-think,LRM,gemini,5,The toy the child broke fell.
gemini-3.5-flash-think,LRM,gemini,5,The man the officer arrested escaped.
gemini-3.5-flash-think,LRM,gemini,5,The bird the cat watched flew.
gemini-3.5-flash-think,LRM,gemini,5,The glass the waiter dropped shattered.
gemini-3.5-flash-think,LRM,gemini,6,The food the chef cooked spoiled.
gemini-3.5-flash-think,LRM,gemini,6,The car the mechanic fixed stalled.
gemini-3.5-flash-think,LRM,gemini,6,The dog the child adopted barked.
gemini-3.5-flash-think,LRM,gemini,6,The letter the girl wrote arrived.
gemini-3.5-flash-think,LRM,gemini,6,The toy the baby dropped broke.
gemini-3.5-flash-think,LRM,gemini,7,The boy the girl saw slipped.
gemini-3.5-flash-think,LRM,gemini,7,The car the man bought stalled.
gemini-3.5-flash-think,LRM,gemini,7,The food the chef cooked spoiled.
gemini-3.5-flash-think,LRM,gemini,7,The dog the child petted barked.
gemini-3.5-flash-think,LRM,gemini,7,The ice the sun warmed melted.
gemini-3.5-flash-think,LRM,gemini,8,The boy the girl helped smiled.
gemini-3.5-flash-think,LRM,gemini,8,The bird the cat stalked flew.
gemini-3.5-flash-think,LRM,gemini,8,The guest the host welcomed arrived.
gemini-3.5-flash-think,LRM,gemini,8,The car the mechanic fixed stalled.
gemini-3.5-flash-think,LRM,gemini,8,The athlete the coach trained triumphed.
gemini-3.5-flash-think,LRM,gemini,10,The cat the dog chased ran.
gemini-3.5-flash-think,LRM,gemini,10,The book the boy read fell.
gemini-3.5-flash-think,LRM,gemini,10,The car the man bought broke.
gemini-3.5-flash-think,LRM,gemini,10,The food the chef cooked spoiled.
gemini-3.5-flash-think,LRM,gemini,10,The song the girl sang ended.
gemini-3.5-flash-think,LRM,gemini,11,The toy the child lost disappeared.
gemini-3.5-flash-think,LRM,gemini,11,The man the dog bit screamed.
gemini-3.5-flash-think,LRM,gemini,11,The letter the woman wrote arrived.
gemini-3.5-flash-think,LRM,gemini,11,The mouse the cat chased vanished.
gemini-3.5-flash-think,LRM,gemini,11,The actor the director hired smiled.
gemini-3.5-flash-think,LRM,gemini,12,The boy the girl liked waved.
gemini-3.5-flash-think,LRM,gemini,12,The cake the baker made burned.
gemini-3.5-flash-think,LRM,gemini,12,The book the author wrote sold.
gemini-3.5-flash-think,LRM,gemini,12,The dog the man trained barked.
gemini-3.5-flash-think,LRM,gemini,12,The car the mechanic fixed crashed.
gemini-3.5-flash-think,LRM,gemini,13,The cat the dog chased ran.
gemini-3.5-flash-think,LRM,gemini,13,The letter the boy wrote arrived.
gemini-3.5-flash-think,LRM,gemini,13,The cake the baker made fell.
gemini-3.5-flash-think,LRM,gemini,13,The ship the captain steered sank.
gemini-3.5-flash-think,LRM,gemini,14,The ship the captain steered sank.
gemini-3.5-flash-think,LRM,gemini,14,The phone the woman bought rang.
gemini-3.5-flash-think,LRM,gemini,14,The student the teacher helped failed.
gemini-3.5-flash-think,LRM,gemini,14,The bird the cat chased escaped.
gemini-3.5-flash-think,LRM,gemini,14,The letter the boy wrote arrived.
gemini-3.5-flash-think,LRM,gemini,15,The rat the cat chased died.
gemini-3.5-flash-think,LRM,gemini,15,The letter the girl wrote arrived.
gemini-3.5-flash-think,LRM,gemini,15,The ring the woman lost disappeared.
gemini-3.5-flash-think,LRM,gemini,15,The man the woman hugged sighed.
gemini-3.5-flash-think,LRM,gemini,15,The baby the mother held slept.
gemini-3.5-flash-think,LRM,gemini,16,The rat the cat chased escaped.
gemini-3.5-flash-think,LRM,gemini,16,The cake the baker made fell.
gemini-3.5-flash-think,LRM,gemini,16,The toy the child dropped broke.
gemini-3.5-flash-think,LRM,gemini,16,The letter the man wrote arrived.
gemini-3.5-flash-think,LRM,gemini,16,The mouse the owl caught squeaked.
gemini-3.5-flash-think,LRM,gemini,17,The toy the boy dropped fell.
gemini-3.5-flash-think,LRM,gemini,17,The letter the girl wrote vanished.
gemini-3.5-flash-think,LRM,gemini,17,The car the man drove disappeared.
gemini-3.5-flash-think,LRM,gemini,17,The song the choir sang faded.
gemini-3.5-flash-think,LRM,gemini,17,The dog the cat scratched barked.
gemini-3.5-flash-think,LRM,gemini,18,the mouse the cat chased died.
gemini-3.5-flash-think,LRM,gemini,18,the man the crowd pushed fell.
gemini-3.5-flash-think,LRM,gemini,18,the bird the boy watched vanished.
gemini-3.5-flash-think,LRM,gemini,18,the actor the director hired smiled.
gemini-3.5-flash-think,LRM,gemini,18,the guest the host welcomed arrived.
gemini-3.5-flash-think,LRM,gemini,19,The food the chef cooked spoiled.
gemini-3.5-flash-think,LRM,gemini,19,The car the man drove crashed.
gemini-3.5-flash-think,LRM,gemini,19,The book the girl read disappeared.
gemini-3.5-flash-think,LRM,gemini,19,The dog the boy found barked.
gemini-3.5-flash-think,LRM,gemini,19,The toy the baby held broke.
gemini-3.5-flash-think,LRM,gemini,20,The dog the boy walked barked.
gemini-3.5-flash-think,LRM,gemini,20,The car the man drove crashed.
gemini-3.5-flash-think,LRM,gemini,20,The book the teacher assigned helped.
gemini-3.5-flash-think,LRM,gemini,20,The food the chef cooked burned.
gemini-3.5-flash-think,LRM,gemini,20,The house the family built collapsed.
gemini-3.5-flash-think,LRM,gemini,21,The baby the mother held slept.
gemini-3.5-flash-think,LRM,gemini,21,The book the teacher recommended vanished.
gemini-3.5-flash-think,LRM,gemini,21,The train the engineer drove arrived.
gemini-3.5-flash-think,LRM,gemini,21,The vase the cat nudged fell.
gemini-3.5-flash-think,LRM,gemini,21,The letter the girl wrote disappeared.
gemini-3.5-flash-think,LRM,gemini,22,The boy the girl saw waved.
gemini-3.5-flash-think,LRM,gemini,22,The car the man bought crashed.
gemini-3.5-flash-think,LRM,gemini,22,The cake the child baked burned.
gemini-3.5-flash-think,LRM,gemini,22,The thief the cop chased escaped.
gemini-3.5-flash-think,LRM,gemini,22,The letter the woman wrote arrived.
gemini-3.5-flash-think,LRM,gemini,23,The prisoner the guard watched escaped.
gemini-3.5-flash-think,LRM,gemini,23,The letter the woman wrote arrived.
gemini-3.5-flash-think,LRM,gemini,23,The baby the mother held slept.
gemini-3.5-flash-think,LRM,gemini,23,The cake the baker made vanished.
gemini-3.5-flash-think,LRM,gemini,23,The guest the host greeted smiled.
gemini-3.5-flash-think,LRM,gemini,24,The man the dog bit ran.
gemini-3.5-flash-think,LRM,gemini,24,The boy the cat scratched cried.
gemini-3.5-flash-think,LRM,gemini,24,The bird the cat chased flew.
gemini-3.5-flash-think,LRM,gemini,24,The ball the boy kicked rolled.
gemini-3.5-flash-think,LRM,gemini,24,The car the mechanic repaired started.
gemini-3.5-flash-think,LRM,gemini,25,The dog the cat chased ran.
gemini-3.5-flash-think,LRM,gemini,25,The toy the child dropped fell.
gemini-3.5-flash-think,LRM,gemini,25,The student the teacher praised smiled.
gemini-3.5-flash-think,LRM,gemini,25,The package the courier carried arrived.
gemini-3.5-flash-think,LRM,gemini,25,The man the woman loved died.
gemini-3.5-flash-think,LRM,gemini,26,The dog the boy walked barked.
gemini-3.5-flash-think,LRM,gemini,26,The letter the girl wrote arrived.
gemini-3.5-flash-think,LRM,gemini,26,The car the man fixed vanished.
gemini-3.5-flash-think,LRM,gemini,26,The cake the baker baked disappeared.
gemini-3.5-flash-think,LRM,gemini,26,The thief the officer chased tripped.
gemini-3.5-flash-think,LRM,gemini,27,the mouse the cat chased escaped
gemini-3.5-flash-think,LRM,gemini,27,the ball the boy kicked popped
gemini-3.5-flash-think,LRM,gemini,27,the actor the crowd cheered bowed
gemini-3.5-flash-think,LRM,gemini,27,the letter the girl wrote arrived
gemini-3.5-flash-think,LRM,gemini,27,the car the man bought stalled
gemini-3.5-flash-think,LRM,gemini,28,The cat the girl chased slept.
gemini-3.5-flash-think,LRM,gemini,28,The car the man bought stalled.
gemini-3.5-flash-think,LRM,gemini,28,The letter the woman wrote arrived.
gemini-3.5-flash-think,LRM,gemini,28,The food the chef cooked spoiled.
gemini-3.5-flash-think,LRM,gemini,28,The phone the student dropped rang.
gemini-3.5-flash-think,LRM,gemini,29,The dog the cat chased ran.
gemini-3.5-flash-think,LRM,gemini,29,The bird the cat caught escaped.
gemini-3.5-flash-think,LRM,gemini,29,The actor the director hired bowed.
gemini-3.5-flash-think,LRM,gemini,29,The letter the man wrote arrived.
gemini-3.5-flash-think,LRM,gemini,29,The guest the host welcomed smiled.
gemini-3.5-flash-think,LRM,gemini,30,The boy the girl saw cried.
gemini-3.5-flash-think,LRM,gemini,30,The cake the baker baked fell.
gemini-3.5-flash-think,LRM,gemini,30,The mouse the cat caught escaped.
gemini-3.5-flash-think,LRM,gemini,30,The car the mechanic fixed stalled.
gemini-3.5-flash-think,LRM,gemini,30,The letter the woman wrote arrived.
glm-4.5,LLM,glm,2,The cat that the dog chased escaped.
glm-4.5,LLM,glm,2,The movie that the critic reviewed received awards.
glm-4.5,LLM,glm,16,The cat that the dog chased escaped.
glm-4.5,LLM,glm,16,The man that the woman called arrived.
glm-4.5,LLM,glm,23,The cat that the dog chased ran quickly.
glm-4.5-think,LRM,glm,1,The cat a mouse chases catches.
glm-4.5-think,LRM,glm,1,A boy the ball throws kicks.
glm-4.5-think,LRM,glm,2,The dog the cat chased bit.
glm-4.5-think,LRM,glm,2,A child a tree climbed played.
glm-4.5-think,LRM,glm,5,The cat that the dog chased meowed.
glm-4.5-think,LRM,glm,5,The student that the teacher praised felt happy.
glm-4.5-think,LRM,glm,6,The cat that the dog chased escaped.
glm-4.5-think,LRM,glm,6,The house that the builder constructed collapsed.
glm-4.5-think,LRM,glm,6,The car that the mechanic repaired broke down.
glm-4.5-think,LRM,glm,6,The movie that the director produced won awards.
glm-4.5-think,LRM,glm,7,the cat the dog chased barked.
glm-4.5-think,LRM,glm,7,the sun the moon rose set.
glm-4.5-think,LRM,glm,7,the teacher the student taught learned.
glm-4.5-think,LRM,glm,7,the car the truck crashed honked.
glm-4.5-think,LRM,glm,7,the bird the worm ate sang.
glm-4.5-think,LRM,glm,8,the cat the dog chased barked.
glm-4.5-think,LRM,glm,8,the teacher the student taught scolded.
glm-4.5-think,LRM,glm,8,the bird the worm ate sang.
glm-4.5-think,LRM,glm,8,the car the truck passed honked.
glm-4.5-think,LRM,glm,8,the player the ball kicked threw.
glm-4.5-think,LRM,glm,10,the cat the dog chases plays.
glm-4.5-think,LRM,glm,10,the sun the moon rises sets.
glm-4.5-think,LRM,glm,10,the teacher the student instructs learns.
glm-4.5-think,LRM,glm,10,the bird the worm eats flies.
glm-4.5-think,LRM,glm,10,the flower the bee blooms pollinates.
glm-4.5-think,LRM,glm,12,The car the mechanic repaired crashed.
glm-4.5-think,LRM,glm,12,The house the storm damaged collapsed.
glm-4.5-think,LRM,glm,12,The book the author wrote sold.
glm-4.5-think,LRM,glm,12,The criminal the police arrested escaped.
glm-4.5-think,LRM,glm,12,The team the coach trained won.
glm-4.5-think,LRM,glm,14,The car that the mechanic repaired runs smoothly.
glm-4.5-think,LRM,glm,14,The movie that the director directed won awards.
glm-4.5-think,LRM,glm,14,The house that the architect designed stands tall.
glm-4.5-think,LRM,glm,14,The meal that the chef prepared tastes delicious.
glm-4.5-think,LRM,glm,16,The car the mechanic repaired broke.
glm-4.5-think,LRM,glm,16,The window the boy broke shattered.
glm-4.5-think,LRM,glm,16,The book the student read fell.
glm-4.5-think,LRM,glm,16,The letter the secretary typed arrived.
glm-4.5-think,LRM,glm,16,The cake the baker baked tasted.
glm-4.5-think,LRM,glm,21,The cat the dog chased played.
glm-4.5-think,LRM,glm,21,The sun the moon rises sets.
glm-4.5-think,LRM,glm,21,The boy the girl reads writes.
glm-4.5-think,LRM,glm,21,The car the truck drives parks.
glm-4.5-think,LRM,glm,21,The bird the fish flies swims.
glm-4.5-think,LRM,glm,22,the cat the dog ran jumped.
glm-4.5-think,LRM,glm,22,the bird the tree sang grew.
glm-4.5-think,LRM,glm,22,the car the bike drove moved.
glm-4.5-think,LRM,glm,22,the book the pen read wrote.
glm-4.5-think,LRM,glm,22,the sun the moon shined glowed.
glm-4.5-think,LRM,glm,23,The student the teacher corrected thanked.
glm-4.5-think,LRM,glm,23,The ball the boy threw bounced.
glm-4.5-think,LRM,glm,23,The window the bird hit broke.
glm-4.5-think,LRM,glm,23,The car the driver crashed exploded.
glm-4.5-think,LRM,glm,23,The plant the gardener watered grew.
glm-4.5-think,LRM,glm,29,The cat the dog chased ran.
glm-4.5-think,LRM,glm,29,The bird the cat watched flew.
glm-4.5-think,LRM,glm,29,The man the woman saw smiled.
glm-4.5-think,LRM,glm,29,The car the truck passed stopped.
glm-4.5-think,LRM,glm,29,The student the teacher taught graduated.
glm-4.5-think,LRM,glm,30,The man the dog chased barked.
glm-4.5-think,LRM,glm,30,The woman the cat saw ran.
glm-4.5-think,LRM,glm,30,The child the ball threw caught.
glm-4.5-think,LRM,glm,30,The bird the worm ate flew.
glm-4.5-think,LRM,glm,30,The car the truck hit parked.
qwen3-30b-a3b,LLM,qwen,2,The cat the teacher chased ran away.
qwen3-30b-a3b,LLM,qwen,2,The car the mechanic fixed started smoothly.
qwen3-30b-a3b,LLM,qwen,3,The cat the teacher scratched broken.
qwen3-30b-a3b,LLM,qwen,3,The book the editor published finished.
qwen3-30b-a3b,LLM,qwen,3,The song the singer performed recorded.
qwen3-30b-a3b,LLM,qwen,3,The painting the artist created sold.
qwen3-30b-a3b,LLM,qwen,3,The story the writer told remembered.
qwen3-30b-a3b,LLM,qwen,9,The cat the teacher chased ran away.
qwen3-30b-a3b,LLM,qwen,9,The car the mechanic fixed started perfectly.
qwen3-30b-a3b,LLM,qwen,11,The book the editor revised sold quickly.
qwen3-30b-a3b,LLM,qwen,11,The car the mechanic fixed started smoothly.
qwen3-30b-a3b,LLM,qwen,13,The cat the veterinarian treated healed quickly.
qwen3-30b-a3b,LLM,qwen,13,The car the mechanic fixed ran smoothly.
qwen3-30b-a3b,LLM,qwen,14,The car the mechanic repaired ran perfectly.
qwen3-30b-a3b,LLM,qwen,18,The dog the trainer trained yesterday.
qwen3-30b-a3b,LLM,qwen,18,The book the editor revised last week.
qwen3-30b-a3b,LLM,qwen,18,The project the manager completed by Friday.
qwen3-30b-a3b,LLM,qwen,18,The car the mechanic fixed this morning.
qwen3-30b-a3b,LLM,qwen,19,The cat the teacher chased ran away.
qwen3-30b-a3b,LLM,qwen,19,The car the driver repaired started immediately.
qwen3-30b-a3b,LLM,qwen,19,The song the singer performed touched everyone.
qwen3-30b-a3b,LLM,qwen,19,The project the team completed exceeded expectations.
qwen3-30b-a3b,LLM,qwen,20,The cat the teacher chased hidden.
qwen3-30b-a3b,LLM,qwen,20,The book the editor revised published.
qwen3-30b-a3b,LLM,qwen,20,The song the singer performed won.
qwen3-30b-a3b,LLM,qwen,20,The project the manager completed finished.
qwen3-30b-a3b,LLM,qwen,20,The letter the secretary typed delivered.
qwen3-30b-a3b,LLM,qwen,21,The project the manager led exceeded expectations.
qwen3-30b-a3b,LLM,qwen,22,The cat the veterinarian treated healed quickly.
qwen3-30b-a3b,LLM,qwen,22,The car the mechanic repaired ran smoothly.
qwen3-30b-a3b,LLM,qwen,24,The cat the teacher walked the path.
qwen3-30b-a3b,LLM,qwen,24,The book the doctor read the story.
qwen3-30b-a3b,LLM,qwen,24,The car the engineer fixed the engine.
qwen3-30b-a3b,LLM,qwen,24,The song the singer performed the melody.
qwen3-30b-a3b,LLM,qwen,24,The tree the gardener planted the seed.
qwen3-30b-a3b,LLM,qwen,25,The cat the teacher chased caught.
qwen3-30b-a3b,LLM,qwen,25,The book the editor revised sold.
qwen3-30b-a3b,LLM,qwen,25,The car the mechanic fixed broke.
qwen3-30b-a3b,LLM,qwen,25,The project the manager completed impressed everyone.
qwen3-30b-a3b,LLM,qwen,26,The cat the veterinarian treated recovered quickly.
qwen3-30b-a3b,LLM,qwen,27,The cat the teacher chased caught.
qwen3-30b-a3b,LLM,qwen,27,The book the editor revised sold.
qwen3-30b-a3b,LLM,qwen,27,The song the singer performed won.
qwen3-30b-a3b,LLM,qwen,27,The project the manager completed impressed.
qwen3-30b-a3b,LLM,qwen,27,The car the mechanic fixed drove.
qwen3-30b-a3b,LLM,qwen,28,The dog the trainer trained barked loudly.
qwen3-30b-a3b,LLM,qwen,28,The book the author wrote sold quickly.
qwen3-30b-a3b,LLM,qwen,28,The project the manager led succeeded unexpectedly.
qwen3-30b-a3b,LLM,qwen,28,The plan the strategist designed failed completely.
qwen3-30b-a3b,LLM,qwen,30,The cat the veterinarian treated recovered quickly.
qwen3-30b-a3b-think,LRM,qwen,1,the cat the teacher barked laughed.
qwen3-30b-a3b-think,LRM,qwen,1,the dog the doctor screamed solved.
qwen3-30b-a3b-think,LRM,qwen,1,the child the parent laughed drew.
qwen3-30b-a3b-think,LRM,qwen,1,the student the engineer solved coded.
qwen3-30b-a3b-think,LRM,qwen,1,the chef the artist drew painted.
qwen3-30b-a3b-think,LRM,qwen,2,the cat the engineer fixed the bridge
qwen3-30b-a3b-think,LRM,qwen,2,the car the teacher repaired the engine
qwen3-30b-a3b-think,LRM,qwen,2,the book the scientist explained the concept
qwen3-30b-a3b-think,LRM,qwen,2,the house the architect designed the layout
qwen3-30b-a3b-think,LRM,qwen,2,the code the developer debugged the error
qwen3-30b-a3b-think,LRM,qwen,3,the dog the happy jumped quickly
qwen3-30b-a3b-think,LRM,qwen,3,the cat the fluffy slept soundly
qwen3-30b-a3b-think,LRM,qwen,3,the car the fast drove swiftly
qwen3-30b-a3b-think,LRM,qwen,3,the bird the bright sang joyfully
qwen3-30b-a3b-think,LRM,qwen,3,the house the old stood quietly
qwen3-30b-a3b-think,LRM,qwen,4,the cat the in jumped danced
qwen3-30b-a3b-think,LRM,qwen,4,the dog the on ran barked
qwen3-30b-a3b-think,LRM,qwen,4,the bird the under flew sang
qwen3-30b-a3b-think,LRM,qwen,4,the tree the by swayed rustled
qwen3-30b-a3b-think,LRM,qwen,4,the house the near stood shone
qwen3-30b-a3b-think,LRM,qwen,5,the cat the dog runs jumps
qwen3-30b-a3b-think,LRM,qwen,5,the book the car reads drives
qwen3-30b-a3b-think,LRM,qwen,5,the house the sky sleeps floats
qwen3-30b-a3b-think,LRM,qwen,5,the bird the tree flies grows
qwen3-30b-a3b-think,LRM,qwen,5,the sun the moon shines moves
qwen3-30b-a3b-think,LRM,qwen,6,the dog the in walks runs
qwen3-30b-a3b-think,LRM,qwen,6,the bird the on flies sings
qwen3-30b-a3b-think,LRM,qwen,6,the fish the under swims eats
qwen3-30b-a3b-think,LRM,qwen,6,the car the by drives flies
qwen3-30b-a3b-think,LRM,qwen,6,the book the at reads writes
qwen3-30b-a3b-think,LRM,qwen,8,the river the current carved canyon.
qwen3-30b-a3b-think,LRM,qwen,8,the cake the baker frosted icing.
qwen3-30b-a3b-think,LRM,qwen,8,the book the author wrote story.
qwen3-30b-a3b-think,LRM,qwen,8,the car the mechanic fixed engine.
qwen3-30b-a3b-think,LRM,qwen,8,the song the singer performed encore.
qwen3-30b-a3b-think,LRM,qwen,10,the dog the in walks runs
qwen3-30b-a3b-think,LRM,qwen,10,the bird the on flies sings
qwen3-30b-a3b-think,LRM,qwen,10,the fish the under swims eats
qwen3-30b-a3b-think,LRM,qwen,10,the car the by drives flies
qwen3-30b-a3b-think,LRM,qwen,10,the book the at reads writes
qwen3-30b-a3b-think,LRM,qwen,11,the car the bike drives stops.
qwen3-30b-a3b-think,LRM,qwen,11,the bird the fish flies swims.
qwen3-30b-a3b-think,LRM,qwen,11,the man the woman walks talks.
qwen3-30b-a3b-think,LRM,qwen,11,the book the pen reads writes.
qwen3-30b-a3b-think,LRM,qwen,11,the sun the moon rises sets.
qwen3-30b-a3b-think,LRM,qwen,13,the dog the in runs jumps.
qwen3-30b-a3b-think,LRM,qwen,13,the cat the on walks sings.
qwen3-30b-a3b-think,LRM,qwen,13,the river the at flows falls.
qwen3-30b-a3b-think,LRM,qwen,13,the sun the by shines rises.
qwen3-30b-a3b-think,LRM,qwen,13,the city the under grows changes.
qwen3-30b-a3b-think,LRM,qwen,14,the sun the wind blew cool
qwen3-30b-a3b-think,LRM,qwen,14,the river the rain flowed fill
qwen3-30b-a3b-think,LRM,qwen,14,the book the student read enjoy
qwen3-30b-a3b-think,LRM,qwen,14,the car the driver fixed start
qwen3-30b-a3b-think,LRM,qwen,14,the song the singer performed sing
qwen3-30b-a3b-think,LRM,qwen,15,the dog the in walks runs
qwen3-30b-a3b-think,LRM,qwen,15,the cat the on sleeps sings
qwen3-30b-a3b-think,LRM,qwen,15,the river the at flows falls
qwen3-30b-a3b-think,LRM,qwen,15,the king the by rules reigns
qwen3-30b-a3b-think,LRM,qwen,15,the bird the over flies soars
qwen3-30b-a3b-think,LRM,qwen,16,the dog the boy chased ran
qwen3-30b-a3b-think,LRM,qwen,16,the bird the cat watched flew
qwen3-30b-a3b-think,LRM,qwen,16,the fish the boy caught swam
qwen3-30b-a3b-think,LRM,qwen,16,the car the driver repaired started
qwen3-30b-a3b-think,LRM,qwen,16,the book the student read finished
qwen3-30b-a3b-think,LRM,qwen,17,the cat the in jumped danced
qwen3-30b-a3b-think,LRM,qwen,17,the dog the on ran barked
qwen3-30b-a3b-think,LRM,qwen,17,the bird the under flew sang
qwen3-30b-a3b-think,LRM,qwen,17,the tree the by swayed rustled
qwen3-30b-a3b-think,LRM,qwen,17,the house the near stood shone
qwen3-30b-a3b-think,LRM,qwen,18,the dog the teacher chased smiled
qwen3-30b-a3b-think,LRM,qwen,18,the bird the child fed sang
qwen3-30b-a3b-think,LRM,qwen,18,the car the driver fixed started
