model,type,family,run_idx,sentence,reason
deepseek-r1,LRM,deepseek,21,The mechanic who fixed the car that had the engine which burned the oil repaired.,relative pronoun: who
deepseek-r1,LRM,deepseek,21,The artist who painted the portrait that depicted the scene which captured the light exhibited.,relative pronoun: who
deepseek-r1,LRM,deepseek,22,The dog ran.,wrong length: 3 words (expected 12 or 15)
deepseek-r1,LRM,deepseek,22,The cat jumped.,wrong length: 3 words (expected 12 or 15)
deepseek-r1,LRM,deepseek,22,The car drove.,wrong length: 3 words (expected 12 or 15)
deepseek-r1,LRM,deepseek,22,The house slept.,wrong length: 3 words (expected 12 or 15)
deepseek-r1,LRM,deepseek,22,The dog slept.,wrong length: 3 words (expected 12 or 15)
deepseek-r1,LRM,deepseek,26,"The universe, the galaxy, the solar system, the planet; twitch, rotate, orbit, expand.",wrong length: 13 words (expected 12 or 15)
deepseek-r1,LRM,deepseek,27,"The squire commanded the knight, the knight advised the queen, the queen warned the king, and the king rested.",coordination (and/or)
deepseek-r1,LRM,deepseek,27,"The parent called the principal, the principal emailed the student, the student met the teacher, and the teacher left.",coordination (and/or)
deepseek-r1,LRM,deepseek,27,"The wind blew the leaves, the leaves rustled the branches, the branches shook the tree, and the tree fell.",coordination (and/or)
deepseek-r1,LRM,deepseek,27,"The customer called the waiter, the waiter greeted the assistant, the assistant notified the chef, and the chef departed.",coordination (and/or)
deepseek-r1,LRM,deepseek,27,"The lion chased the tiger, the tiger scared the wolf, the wolf cornered the rabbit, and the rabbit escaped.",coordination (and/or)
deepseek-r1,LRM,deepseek,28,"The chef prepared the meal, and the meal simmered.",coordination (and/or)
deepseek-r1,LRM,deepseek,28,"The wind shook the tree, the tree dropped the fruit, and the fruit rolled.",coordination (and/or)
deepseek-r1,LRM,deepseek,28,"The director instructed the actor, the actor mimicked the stuntman, the stuntman performed the leap, and the leap astonished.",coordination (and/or)
deepseek-r1,LRM,deepseek,28,"The programmer debugged the code, the code executed the function, and the function completed.",coordination (and/or)
deepseek-r1,LRM,deepseek,28,"The audience applauded the singer, the singer thanked the band, the band packed the instruments, and the instruments rested.",coordination (and/or)
deepseek-r1,LRM,deepseek,29,The cake that the baker that the customer praised made delighted everyone.,"pos 2 is ""that"", expected det (the/a)"
deepseek-r1,LRM,deepseek,29,The report that the analyst that the manager supervised wrote impressed the board.,wrong length: 13 words (expected 12 or 15)
deepseek-r1,LRM,deepseek,29,The painting that the artist that the gallery featured created received acclaim.,"pos 2 is ""that"", expected det (the/a)"
deepseek-r1,LRM,deepseek,29,The software that the developer that the company hired designed transformed operations.,"pos 2 is ""that"", expected det (the/a)"
deepseek-r1,LRM,deepseek,29,The theory that the scientist that the university honored proposed revolutionized physics.,"pos 2 is ""that"", expected det (the/a)"
deepseek-r1,LRM,deepseek,30,The king that commanded the general that led the army that defeated the enemy that surrendered celebrated victory.,wrong length: 18 words (expected 12 or 15)
deepseek-r1,LRM,deepseek,30,The girl that walked the dog that chased the ball that broke the window that shattered cried loudly.,wrong length: 18 words (expected 12 or 15)
deepseek-r1,LRM,deepseek,30,The scientist that designed the experiment that used the equipment that collected the data that verified published the findings.,wrong length: 19 words (expected 12 or 15)
deepseek-r1,LRM,deepseek,30,The artist that held the brush that stroked the canvas that created the painting that inspired received acclaim.,wrong length: 18 words (expected 12 or 15)
deepseek-r1,LRM,deepseek,30,The farmer that drove the tractor that plowed the field that planted the seeds that grew harvested the crops.,wrong length: 19 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,1,"The dog barked, alerting the cat.",wrong length: 6 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,1,"The cat hissed, startling the bird.",wrong length: 6 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,1,"The bird flew, escaping the danger.",wrong length: 6 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,1,"The wind blew, shaking the tree.",wrong length: 6 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,1,"The tree swayed, dropping its leaves.",wrong length: 6 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,2,"The dog barked, the cat hissed, the bird chirped.",wrong length: 9 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,2,"The wind blew, the leaves rustled, the branches swayed.",wrong length: 9 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,2,"The chef chopped, the pan sizzled, the aroma wafted.",wrong length: 9 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,2,"The waves crashed, the sand shifted, the shells scattered.",wrong length: 9 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,2,"The engine roared, the tires spun, the dust swirled.",wrong length: 9 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,3,The chef's assistant's knife sliced chopped diced.,wrong length: 7 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,3,The artist's canvas's paint dripped smeared blurred.,wrong length: 7 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,3,The teacher's student's notebook scribbled filled erased.,wrong length: 7 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,3,The gardener's tool's blade cut pruned trimmed.,wrong length: 7 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,3,The engineer's blueprint's design sketched drafted revised.,wrong length: 7 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,4,The cat the mouse the cheese the trap caught nibbled sprang.,wrong length: 11 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,4,The king the castle the gate the guard commanded guarded watched.,wrong length: 11 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,4,The teacher the student the book the page read flipped scanned.,wrong length: 11 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,4,The chef the kitchen the pot the soup stirred tasted served.,wrong length: 11 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,4,The artist the canvas the brush the paint applied blended admired.,wrong length: 11 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,5,The dog that chased the cat that climbed the tree barked loudly.,"pos 2 is ""that"", expected det (the/a)"
deepseek-v3,LLM,deepseek,5,The teacher who praised the student who solved the problem smiled warmly.,relative pronoun: who
deepseek-v3,LLM,deepseek,5,The car that hit the bike that blocked the lane screeched to a halt.,wrong length: 14 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,5,The chef who cooked the meal that pleased the guests received applause.,relative pronoun: who
deepseek-v3,LLM,deepseek,5,The book that inspired the author who wrote the story became famous.,relative pronoun: who
deepseek-v3,LLM,deepseek,6,"The shadow crept, merged, faded, vanished.",wrong length: 6 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,6,"The flame flickered, dwindled, extinguished, disappeared.",wrong length: 6 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,6,"The echo bounced, softened, faded, dissolved.",wrong length: 6 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,6,"The figure turned, walked, faded, vanished.",wrong length: 6 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,6,"The mist swirled, thinned, evaporated, disappeared.",wrong length: 6 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,7,A baker kneads dough to prepare it for baking.,wrong length: 9 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,7,A chef shapes the dough into loaves before placing them in the oven.,wrong length: 13 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,7,A delivery driver transports the freshly baked bread to a grocery store.,"pos 2 is ""driver"", expected det (the/a)"
deepseek-v3,LLM,deepseek,7,A store clerk arranges the bread on shelves for customers to purchase.,"pos 2 is ""clerk"", expected det (the/a)"
deepseek-v3,LLM,deepseek,7,A customer selects a loaf and takes it home for dinner.,coordination (and/or)
deepseek-v3,LLM,deepseek,9,The cat chases the mouse runs jumps.,wrong length: 7 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,9,The teacher instructs the student writes reads.,wrong length: 7 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,9,The chef prepares the dish cooks serves.,wrong length: 7 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,9,The artist paints the canvas displays attracts.,wrong length: 7 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,9,The gardener plants the flower grows blooms.,wrong length: 7 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,10,A young artist carefully paints a mural on a blank wall.,wrong length: 11 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,10,A passerby stops to admire the mural and adds a small detail.,coordination (and/or)
deepseek-v3,LLM,deepseek,10,"A group of children gathers around, excitedly discussing the artwork.",wrong length: 10 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,10,"An elderly man takes a photo of the mural, smiling warmly.",wrong length: 11 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,10,"Finally, the artist steps back, satisfied with the collaborative effort.",wrong length: 10 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,11,The chef prepared the meal that delighted the guests who praised the host who organized the event.,relative pronoun: who
deepseek-v3,LLM,deepseek,11,The teacher assigned the project that challenged the students who completed the tasks that impressed the principal.,relative pronoun: who
deepseek-v3,LLM,deepseek,11,The artist painted the mural that attracted the tourists who photographed the scene that captured the beauty.,relative pronoun: who
deepseek-v3,LLM,deepseek,11,The writer crafted the story that inspired the readers who shared the tale that entertained the audience.,relative pronoun: who
deepseek-v3,LLM,deepseek,11,The scientist developed the theory that intrigued the colleagues who conducted the experiments that confirmed the hypothesis.,relative pronoun: who
deepseek-v3,LLM,deepseek,12,"The wind blew fiercely, shaking the trees.",wrong length: 7 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,12,A branch snapped and fell onto the road.,coordination (and/or)
deepseek-v3,LLM,deepseek,12,"A car swerved to avoid the branch, skidding off the pavement.",wrong length: 11 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,12,"The car hit a lamppost, causing it to tilt dangerously.",wrong length: 10 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,12,"The tilted lamppost eventually collapsed onto the sidewalk, blocking the path.",wrong length: 11 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,13,The book author story ended.,wrong length: 5 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,13,The car engine noise stopped.,wrong length: 5 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,13,The house roof tile cracked.,wrong length: 5 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,13,The garden flower scent lingered.,wrong length: 5 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,13,The office desk drawer closed.,wrong length: 5 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,14,"The creator sculpts a clay vase, shaping it with precise movements.",wrong length: 11 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,14,"A collaborator paints intricate designs onto the vase, adding vibrant colors.",wrong length: 11 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,14,"An observer carefully inspects the vase, noting its craftsmanship and artistry.",coordination (and/or)
deepseek-v3,LLM,deepseek,14,"As the observer steps back, the vase wobbles and falls to the ground, shattering.",coordination (and/or)
deepseek-v3,LLM,deepseek,14,"The fragments disappear into the earth, leaving no trace of the once-beautiful object.",wrong length: 13 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,15,The teacher who oversees the students explains the lessons that clarify the concepts.,relative pronoun: who
deepseek-v3,LLM,deepseek,15,The chef who prepares the meal tastes the dish that satisfies the customers.,relative pronoun: who
deepseek-v3,LLM,deepseek,15,The engineer who designs the bridge calculates the load that supports the structure.,relative pronoun: who
deepseek-v3,LLM,deepseek,15,The author who writes the book develops the plot that captivates the readers.,relative pronoun: who
deepseek-v3,LLM,deepseek,15,The gardener who plants the flowers waters the soil that nurtures the blooms.,relative pronoun: who
deepseek-v3,LLM,deepseek,18,The book of the author of the novel fascinated readers.,wrong length: 10 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,18,The teacher of the class of the school announced the results.,wrong length: 11 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,18,The car of the driver of the race accelerated quickly.,wrong length: 10 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,18,The cake of the chef of the bakery delighted the customers.,wrong length: 11 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,18,The dog of the owner of the house barked loudly.,wrong length: 10 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,19,The dog barked and startled the cat.,coordination (and/or)
deepseek-v3,LLM,deepseek,19,The cat jumped and knocked over the vase.,coordination (and/or)
deepseek-v3,LLM,deepseek,19,The vase shattered and alarmed the homeowner.,coordination (and/or)
deepseek-v3,LLM,deepseek,19,The homeowner called and notified the neighbor.,coordination (and/or)
deepseek-v3,LLM,deepseek,19,The neighbor arrived and examined the damage.,coordination (and/or)
deepseek-v3,LLM,deepseek,22,The teacher praised the student who solved the problem that baffled the expert who analyzed the data.,relative pronoun: who
deepseek-v3,LLM,deepseek,22,The chef admired the dish that delighted the critic who sampled the recipe that showcased the technique.,relative pronoun: who
deepseek-v3,LLM,deepseek,22,The author wrote the book that inspired the reader who shared the story that moved the audience.,relative pronoun: who
deepseek-v3,LLM,deepseek,22,The engineer designed the bridge that supported the train that carried the cargo that fueled the economy.,wrong length: 17 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,22,The gardener tended the plant that attracted the butterfly that pollinated the flower that brightened the garden.,wrong length: 17 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,23,The chef prepared a meal.,wrong length: 5 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,23,The meal delighted the guest.,wrong length: 5 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,23,The guest complimented the host.,wrong length: 5 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,23,The host organized a party.,wrong length: 5 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,23,The party entertained the neighbors.,wrong length: 5 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,24,The letter the teacher the student the principal handed vanished.,wrong length: 10 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,24,The key the locksmith the homeowner the landlord gave disappeared.,wrong length: 10 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,24,The package the courier the recipient the neighbor delivered vanished.,wrong length: 10 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,24,The book the librarian the reader the friend lent disappeared.,wrong length: 10 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,24,The necklace the jeweler the customer the partner fixed vanished.,wrong length: 10 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,25,The book that contained the map that led to the treasure that was hidden by the pirates disappeared.,wrong length: 18 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,25,The man who owned the dog that chased the cat that climbed the tree shouted.,relative pronoun: who
deepseek-v3,LLM,deepseek,25,The teacher who assigned the project that required the research that explored the theory explained.,relative pronoun: who
deepseek-v3,LLM,deepseek,25,The woman who bought the dress that was designed by the artist that inspired the collection smiled.,relative pronoun: who
deepseek-v3,LLM,deepseek,25,The child who found the toy that belonged to the friend who moved away laughed.,relative pronoun: who
deepseek-v3,LLM,deepseek,26,"The cat, the mouse, the cheese scurried, squeaked, vanished.",wrong length: 9 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,26,"The wind, the leaves, the dust swirled, rustled, disappeared.",wrong length: 9 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,26,"The sun, the clouds, the shadows shifted, drifted, faded.",wrong length: 9 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,26,"The car, the dog, the man sped, barked, vanished.",wrong length: 9 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,26,"The star, the moon, the light twinkled, glowed, disappeared.",wrong length: 9 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,27,The book that my sister recommended started collecting dust.,wrong length: 9 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,27,The cat with the fluffy tail began purring softly.,wrong length: 9 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,27,The car that my father bought suddenly stopped working.,wrong length: 9 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,27,The painting of the old castle attracted many visitors.,wrong length: 9 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,27,The laptop on the desk started beeping loudly.,wrong length: 8 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,28,A scientist picked up a vial from the lab bench.,wrong length: 10 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,28,The scientist handed the vial to a lab assistant.,wrong length: 9 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,28,The lab assistant placed the vial into a centrifuge.,wrong length: 9 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,28,The centrifuge spun the vial at high speed.,wrong length: 8 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,28,"Finally, the researcher analyzed the contents of the vial.",wrong length: 9 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,29,"The author of the book about the history of the city explored, researched, and wrote.",coordination (and/or)
deepseek-v3,LLM,deepseek,29,"The manager of the team of players trained, coached, and motivated.",coordination (and/or)
deepseek-v3,LLM,deepseek,29,"The owner of the store with the collection of antiques bought, sold, and displayed.",coordination (and/or)
deepseek-v3,LLM,deepseek,29,"The director of the film with the cast of actors rehearsed, filmed, and edited.",coordination (and/or)
deepseek-v3,LLM,deepseek,29,"The teacher of the class with the group of students lectured, explained, and assessed.",coordination (and/or)
deepseek-v3,LLM,deepseek,30,The chef knife tomatoes slice salad.,wrong length: 6 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,30,The wind leaves trees sway dance.,wrong length: 6 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,30,The hammer nail board build fence.,wrong length: 6 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,30,The rain roof gutter flow drain.,wrong length: 6 words (expected 12 or 15)
deepseek-v3,LLM,deepseek,30,The teacher chalkboard lesson inspire students.,wrong length: 6 words (expected 12 or 15)
gemini-3.5-flash,LLM,gemini,2,The report the intern the analyst the manager hired trained reviewed filed was excellent.,wrong length: 14 words (expected 12 or 15)
gemini-3.5-flash,LLM,gemini,2,The song the singer the guitarist the band selected practiced performed dominated the charts.,wrong length: 14 words (expected 12 or 15)
gemini-3.5-flash,LLM,gemini,3,The coder the hacker the security-guard the manager questioned caught locked-out promoted.,"pos 5 is ""security-guard"", expected noun"
gemini-3.5-flash,LLM,gemini,3,The singer the guitarist the drummer the fan annoyed distracted kicked-out thanked.,"pos 10 is ""kicked-out"", expected verb"
gemini-3.5-flash,LLM,gemini,5,The patient the doctor the nurse the patient's family requested assigned treated recovered.,wrong length: 13 words (expected 12 or 15)
gemini-3.5-flash,LLM,gemini,9,The chef the critic the writer the editor praised read disliked was fired.,wrong length: 13 words (expected 12 or 15)
gemini-3.5-flash,LLM,gemini,22,The report the assistant the clerk the intern filed drafted typed revealed a major error.,"pos 3 is ""assistant"", expected det (the/a)"
gemini-3.5-flash,LLM,gemini,22,The mouse the cat the dog the boy chased bit scratched escaped through the fence.,"pos 3 is ""cat"", expected det (the/a)"
gemini-3.5-flash,LLM,gemini,22,The car the mechanic the apprentice the helper hired trained supervised repaired ran perfectly.,wrong length: 14 words (expected 12 or 15)
gemini-3.5-flash,LLM,gemini,22,The song the singer the writer the producer hired inspired advised sang topped the charts.,"pos 3 is ""singer"", expected det (the/a)"
gemini-3.5-flash,LLM,gemini,22,The code the developer the manager the director hired questioned promoted compiled without issues.,wrong length: 14 words (expected 12 or 15)
gemini-3.5-flash,LLM,gemini,24,The hero the monster the girl the boy loved feared defeated saved the day.,wrong length: 14 words (expected 12 or 15)
gemini-3.5-flash,LLM,gemini,28,The book that the student whom the teacher whom the principal hired praised read misplaced has been found.,relative pronoun: whom
gemini-3.5-flash,LLM,gemini,28,The car that the mechanic whom the man whom the police arrested employed repaired crashed.,relative pronoun: whom
gemini-3.5-flash,LLM,gemini,28,The report that the intern whom the manager whom the director promoted supervised wrote vanished.,relative pronoun: whom
gemini-3.5-flash,LLM,gemini,29,The software the programmer the tester the user complained-about evaluated updated crashed.,"pos 8 is ""complained-about"", expected verb"
gemini-3.5-flash-think,LRM,gemini,2,Women men dogs fleas bite hate love sing.,wrong length: 8 words (expected 12 or 15)
gemini-3.5-flash-think,LRM,gemini,2,Chefs patrons critics reviews influence annoy admire retired.,wrong length: 8 words (expected 12 or 15)
gemini-3.5-flash-think,LRM,gemini,2,Students teachers parents taxes anger pressure inspire failed.,wrong length: 8 words (expected 12 or 15)
gemini-3.5-flash-think,LRM,gemini,2,Artists collectors dealers contracts bind exploit praise vanished.,wrong length: 8 words (expected 12 or 15)
gemini-3.5-flash-think,LRM,gemini,2,Children adults bosses deadlines worry employ scold slept.,wrong length: 8 words (expected 12 or 15)
gemini-3.5-flash-think,LRM,gemini,9,The book that the student that the teacher that the principal praised recommended read was lost.,wrong length: 16 words (expected 12 or 15)
gemini-3.5-flash-think,LRM,gemini,9,The food that the guest that the chef that the owner hired served ate was delicious.,wrong length: 16 words (expected 12 or 15)
gemini-3.5-flash-think,LRM,gemini,9,The painting that the artist that the patron that the museum contacted supported painted was sold.,wrong length: 16 words (expected 12 or 15)
glm-4.5,LLM,glm,1,Cats dogs birds mice chased jumped ran flew.,wrong length: 8 words (expected 12 or 15)
glm-4.5,LLM,glm,1,Books pens papers notes wrote read studied learned.,wrong length: 8 words (expected 12 or 15)
glm-4.5,LLM,glm,1,Cars trucks buses vans drove stopped parked turned.,wrong length: 8 words (expected 12 or 15)
glm-4.5,LLM,glm,1,Apples bananas oranges grapes grew ripened fell decayed.,wrong length: 8 words (expected 12 or 15)
glm-4.5,LLM,glm,1,Houses buildings offices towers constructed opened closed renovated.,wrong length: 8 words (expected 12 or 15)
glm-4.5,LLM,glm,2,The cat that chased the mouse that stole the cheese that was left on the counter meowed loudly.,wrong length: 18 words (expected 12 or 15)
glm-4.5,LLM,glm,2,The book that I read that recommended that diet that helped me lose weight changed my life.,wrong length: 17 words (expected 12 or 15)
glm-4.5,LLM,glm,2,The teacher who praised the student who solved the problem that confused everyone received an award.,relative pronoun: who
glm-4.5,LLM,glm,2,The house that Jack built that stood on the hill that overlooked the valley was sold yesterday.,wrong length: 17 words (expected 12 or 15)
glm-4.5,LLM,glm,2,The reporter who interviewed the witness who identified the suspect who committed the crime won a prize.,relative pronoun: who
glm-4.5,LLM,glm,3,The cat that chased the mouse that ate the cheese that was left on the counter meowed loudly.,wrong length: 18 words (expected 12 or 15)
glm-4.5,LLM,glm,3,The book that I bought yesterday that was written by the author who won the prize is fascinating.,relative pronoun: who
glm-4.5,LLM,glm,3,The house that Jack built that stood on the hill that overlooked the village was old and decrepit.,coordination (and/or)
glm-4.5,LLM,glm,3,The student who answered the question that the professor who taught the class asked received an A.,relative pronoun: who
glm-4.5,LLM,glm,3,The car that hit the tree that was planted by the man who lived next door was badly damaged.,relative pronoun: who
glm-4.5,LLM,glm,4,"The detective carefully examined the crime scene, collecting fingerprints from multiple surfaces.","pos 2 is ""carefully"", expected det (the/a)"
glm-4.5,LLM,glm,4,She then photographed each piece of evidence before placing it in separate evidence bags.,wrong length: 14 words (expected 12 or 15)
glm-4.5,LLM,glm,4,"The forensic team analyzed the blood samples, DNA traces, and fiber fragments found at the location.",coordination (and/or)
glm-4.5,LLM,glm,4,"After processing all the objects, they created a detailed report of their findings.",wrong length: 13 words (expected 12 or 15)
glm-4.5,LLM,glm,4,"Finally, the agents submitted the collected evidence chain to the prosecutor for further investigation.",wrong length: 14 words (expected 12 or 15)
glm-4.5,LLM,glm,5,The boy throws the ball.,wrong length: 5 words (expected 12 or 15)
glm-4.5,LLM,glm,5,The boy throws the ball which hits the window.,relative pronoun: which
glm-4.5,LLM,glm,5,The boy throws the ball which hits the window that breaks the glass.,relative pronoun: which
glm-4.5,LLM,glm,5,The boy throws the ball which hits the window that breaks the glass which startles the cat.,relative pronoun: which
glm-4.5,LLM,glm,5,The boy throws the ball which hits the window that breaks the glass which startles the cat that wakes the baby.,relative pronoun: which
glm-4.5,LLM,glm,6,"The teacher instructed the students, who were eagerly listening, to complete their assignments before the deadline.",relative pronoun: who
glm-4.5,LLM,glm,6,"The police officer directed the pedestrians, some of whom were tourists, to clear the intersection immediately.",relative pronoun: whom
glm-4.5,LLM,glm,6,"The manager asked the employees, including those from the remote team, to submit their reports by Friday.",wrong length: 17 words (expected 12 or 15)
glm-4.5,LLM,glm,6,"The doctor advised the patients, particularly those with chronic conditions, to monitor their symptoms closely.","pos 6 is ""those"", expected det (the/a)"
glm-4.5,LLM,glm,6,"The captain warned the passengers, many of whom were first-time flyers, to remain seated during the turbulence.",relative pronoun: whom
glm-4.5,LLM,glm,7,The cat chased the mouse.,wrong length: 5 words (expected 12 or 15)
glm-4.5,LLM,glm,7,The boy kicked the ball.,wrong length: 5 words (expected 12 or 15)
glm-4.5,LLM,glm,7,The teacher graded the papers.,wrong length: 5 words (expected 12 or 15)
glm-4.5,LLM,glm,7,The chef prepared the meal.,wrong length: 5 words (expected 12 or 15)
glm-4.5,LLM,glm,7,The artist painted the canvas.,wrong length: 5 words (expected 12 or 15)
glm-4.5,LLM,glm,8,The agent observed the situation.,wrong length: 5 words (expected 12 or 15)
glm-4.5,LLM,glm,8,The detective investigated the crime scene.,wrong length: 6 words (expected 12 or 15)
glm-4.5,LLM,glm,8,The forensic analyst collected DNA samples from the weapon.,wrong length: 9 words (expected 12 or 15)
glm-4.5,LLM,glm,8,The lab technician extracted and sequenced the genetic material.,coordination (and/or)
glm-4.5,LLM,glm,8,The DNA profiler matched the sample to the suspect in the database.,"pos 2 is ""profiler"", expected det (the/a)"
glm-4.5,LLM,glm,9,The cat observes.,wrong length: 3 words (expected 12 or 15)
glm-4.5,LLM,glm,9,The cat observes the bird.,wrong length: 5 words (expected 12 or 15)
glm-4.5,LLM,glm,9,The cat observes the bird chasing the mouse.,wrong length: 8 words (expected 12 or 15)
glm-4.5,LLM,glm,9,The cat observes the bird chasing the mouse catching the insect.,wrong length: 11 words (expected 12 or 15)
glm-4.5,LLM,glm,9,The cat observes the bird chasing the mouse catching the insect hunting the prey.,wrong length: 14 words (expected 12 or 15)
glm-4.5,LLM,glm,10,The teacher distributes books to eager students.,wrong length: 7 words (expected 12 or 15)
glm-4.5,LLM,glm,10,Children chase colorful balloons across the park.,wrong length: 7 words (expected 12 or 15)
glm-4.5,LLM,glm,10,Mechanics repair engines with specialized tools.,wrong length: 6 words (expected 12 or 15)
glm-4.5,LLM,glm,10,Artists paint vibrant landscapes on canvas.,wrong length: 6 words (expected 12 or 15)
glm-4.5,LLM,glm,10,Scientists analyze data using advanced computers.,wrong length: 6 words (expected 12 or 15)
glm-4.5,LLM,glm,11,"Mountains, rivers, and forests stood tall, flowed freely, and swayed gently.",coordination (and/or)
glm-4.5,LLM,glm,11,"Books, pens, and papers filled the shelves, wrote notes, and covered the desk.",coordination (and/or)
glm-4.5,LLM,glm,11,"Cars, buses, and trains sped down the highway, stopped at stations, and transported passengers.",coordination (and/or)
glm-4.5,LLM,glm,11,"Stars, moons, and planets shone brightly, orbited steadily, and fascinated observers.",coordination (and/or)
glm-4.5,LLM,glm,11,"Cats, dogs, and birds purred softly, barked loudly, and sang sweetly.",coordination (and/or)
glm-4.5,LLM,glm,12,Cats dogs birds fish run jump swim fly.,wrong length: 8 words (expected 12 or 15)
glm-4.5,LLM,glm,12,Children teachers books computers learn read play type.,wrong length: 8 words (expected 12 or 15)
glm-4.5,LLM,glm,12,Cars trains planes bicycles drive speed race pedal.,wrong length: 8 words (expected 12 or 15)
glm-4.5,LLM,glm,12,Sun moon stars clouds shine twinkle glow float.,wrong length: 8 words (expected 12 or 15)
glm-4.5,LLM,glm,12,Water fire earth wind flow burn move blow.,wrong length: 8 words (expected 12 or 15)
glm-4.5,LLM,glm,13,"Cats, dogs, and birds ran, jumped, and flew.",coordination (and/or)
glm-4.5,LLM,glm,13,"Books, pens, and papers opened, wrote, and folded.",coordination (and/or)
glm-4.5,LLM,glm,13,"Cars, buses, and trains started, moved, and stopped.",coordination (and/or)
