model_key,model_type,template,run_idx,l1_sentences_count,induced_prompt_chars,induced_prompt_words,prompt_shorter_than_l1,l2_sentences_count,mean_sim,mean_max_sim,l1_error,induction_error
deepseek-r1,LRM,center_embedding_depth2,2,5,221.0,27.0,False,5,,,,
glm-4.5-think,LRM,center_embedding_depth2,3,5,108.0,21.0,True,5,,,,
deepseek-v3,LLM,center_embedding_depth2,5,5,117.0,19.0,True,5,,,,
qwen3-30b-a3b,LLM,center_embedding_depth2,5,5,168.0,26.0,True,5,,,,
glm-4.5-think,LRM,center_embedding_depth2,4,5,57.0,9.0,True,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding_depth2,5,5,29.0,6.0,True,5,,,,
glm-4.5,LLM,center_embedding_depth2,5,5,108.0,17.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding_depth2,5,5,224.0,36.0,False,5,,,,
claude-sonnet-4.6,LLM,center_embedding_depth2,5,5,147.0,21.0,True,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding_depth2,5,5,263.0,43.0,False,5,,,,
gemini-3.5-flash-think,LRM,center_embedding_depth2,5,5,187.0,26.0,True,5,,,,
deepseek-r1,LRM,center_embedding_depth2,1,5,201.0,30.0,False,5,,,,
deepseek-v3,LLM,center_embedding_depth2,6,5,174.0,27.0,True,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding_depth2,6,5,252.0,38.0,False,5,,,,
glm-4.5-think,LRM,center_embedding_depth2,5,5,129.0,17.0,True,5,,,,
gemini-3.5-flash-think,LRM,center_embedding_depth2,6,5,180.0,27.0,True,5,,,,
qwen3-30b-a3b,LLM,center_embedding_depth2,6,5,143.0,27.0,True,5,,,,
glm-4.5,LLM,center_embedding_depth2,6,5,77.0,12.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding_depth2,6,5,203.0,28.0,True,5,,,,
claude-sonnet-4.6,LLM,center_embedding_depth2,6,5,246.0,34.0,False,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding_depth2,7,5,231.0,38.0,False,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding_depth2,6,5,39.0,8.0,True,5,,,,
deepseek-r1,LRM,center_embedding_depth2,3,5,200.0,34.0,False,5,,,,
deepseek-v3,LLM,center_embedding_depth2,7,5,248.0,41.0,False,5,,,,
qwen3-30b-a3b,LLM,center_embedding_depth2,7,5,188.0,30.0,True,5,,,,
gemini-3.5-flash-think,LRM,center_embedding_depth2,7,5,220.0,29.0,False,5,,,,
gemini-3.5-flash,LLM,center_embedding_depth2,7,5,288.0,46.0,False,5,,,,
glm-4.5,LLM,center_embedding_depth2,7,5,83.0,11.0,True,5,,,,
claude-sonnet-4.6,LLM,center_embedding_depth2,7,5,141.0,20.0,True,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding_depth2,7,5,66.0,9.0,True,5,,,,
glm-4.5-think,LRM,center_embedding_depth2,6,5,150.0,26.0,True,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding_depth2,8,5,219.0,34.0,False,5,,,,
glm-4.5-think,LRM,center_embedding_depth2,7,5,135.0,17.0,True,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding_depth2,8,5,87.0,18.0,True,5,,,,
qwen3-30b-a3b,LLM,center_embedding_depth2,8,5,176.0,32.0,True,5,,,,
deepseek-v3,LLM,center_embedding_depth2,8,5,222.0,35.0,False,5,,,,
glm-4.5,LLM,center_embedding_depth2,8,5,61.0,8.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding_depth2,8,5,206.0,30.0,True,5,,,,
deepseek-r1,LRM,center_embedding_depth2,5,5,253.0,32.0,False,5,,,,
claude-sonnet-4.6,LLM,center_embedding_depth2,8,5,250.0,38.0,False,5,,,,
gemini-3.5-flash-think,LRM,center_embedding_depth2,8,5,201.0,26.0,False,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding_depth2,9,5,255.0,36.0,False,5,,,,
deepseek-r1,LRM,center_embedding_depth2,9,5,182.0,27.0,False,5,,,,
glm-4.5-think,LRM,center_embedding_depth2,8,5,175.0,30.0,True,5,,,,
deepseek-v3,LLM,center_embedding_depth2,9,5,167.0,24.0,True,5,,,,
glm-4.5-think,LRM,center_embedding_depth2,9,5,107.0,15.0,True,5,,,,
qwen3-30b-a3b,LLM,center_embedding_depth2,9,5,148.0,22.0,True,5,,,,
gemini-3.5-flash-think,LRM,center_embedding_depth2,9,5,130.0,20.0,True,5,,,,
glm-4.5,LLM,center_embedding_depth2,9,5,90.0,12.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding_depth2,9,5,241.0,38.0,False,5,,,,
claude-sonnet-4.6,LLM,center_embedding_depth2,9,5,223.0,34.0,False,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding_depth2,9,5,48.0,9.0,True,5,,,,
deepseek-v3,LLM,center_embedding_depth2,10,5,186.0,26.0,False,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding_depth2,10,5,226.0,35.0,False,5,,,,
gemini-3.5-flash-think,LRM,center_embedding_depth2,10,5,188.0,22.0,False,5,,,,
glm-4.5,LLM,center_embedding_depth2,10,5,50.0,6.0,True,5,,,,
qwen3-30b-a3b,LLM,center_embedding_depth2,10,5,150.0,26.0,True,5,,,,
deepseek-r1,LRM,center_embedding_depth2,7,5,120.0,19.0,True,5,,,,
deepseek-r1,LRM,center_embedding_depth2,4,5,229.0,29.0,False,5,,,,
gemini-3.5-flash,LLM,center_embedding_depth2,10,5,184.0,26.0,True,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding_depth2,10,5,40.0,7.0,True,5,,,,
claude-sonnet-4.6,LLM,center_embedding_depth2,10,5,139.0,19.0,True,5,,,,
deepseek-v3,LLM,center_embedding_depth2,11,5,205.0,29.0,False,5,,,,
gemini-3.5-flash-think,LRM,center_embedding_depth2,11,5,202.0,29.0,False,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding_depth2,11,5,274.0,42.0,False,5,,,,
qwen3-30b-a3b,LLM,center_embedding_depth2,11,5,149.0,26.0,True,5,,,,
glm-4.5,LLM,center_embedding_depth2,11,5,50.0,6.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding_depth2,11,5,166.0,25.0,True,5,,,,
glm-4.5-think,LRM,center_embedding_depth2,10,5,77.0,16.0,True,5,,,,
claude-sonnet-4.6,LLM,center_embedding_depth2,11,5,229.0,29.0,False,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding_depth2,12,5,184.0,26.0,False,5,,,,
glm-4.5-think,LRM,center_embedding_depth2,11,5,138.0,24.0,True,5,,,,
deepseek-r1,LRM,center_embedding_depth2,6,5,137.0,17.0,True,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding_depth2,11,5,28.0,6.0,True,5,,,,
deepseek-r1,LRM,center_embedding_depth2,8,5,216.0,32.0,False,5,,,,
qwen3-30b-a3b,LLM,center_embedding_depth2,12,5,185.0,34.0,True,5,,,,
deepseek-v3,LLM,center_embedding_depth2,12,5,157.0,20.0,True,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding_depth2,12,5,52.0,9.0,True,5,,,,
glm-4.5,LLM,center_embedding_depth2,12,5,65.0,8.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding_depth2,12,5,241.0,36.0,False,5,,,,
claude-sonnet-4.6,LLM,center_embedding_depth2,12,5,195.0,30.0,True,5,,,,
deepseek-r1,LRM,center_embedding_depth2,10,5,210.0,28.0,False,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding_depth2,13,5,213.0,34.0,False,5,,,,
qwen3-30b-a3b,LLM,center_embedding_depth2,13,5,95.0,17.0,True,5,,,,
gemini-3.5-flash-think,LRM,center_embedding_depth2,12,5,189.0,25.0,False,5,,,,
deepseek-v3,LLM,center_embedding_depth2,13,5,207.0,30.0,False,5,,,,
glm-4.5,LLM,center_embedding_depth2,13,5,61.0,8.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding_depth2,13,5,186.0,26.0,False,5,,,,
gemini-3.5-flash-think,LRM,center_embedding_depth2,13,5,222.0,27.0,False,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding_depth2,13,5,44.0,7.0,True,5,,,,
claude-sonnet-4.6,LLM,center_embedding_depth2,13,5,198.0,26.0,True,5,,,,
deepseek-r1,LRM,center_embedding_depth2,12,5,159.0,25.0,True,5,,,,
deepseek-v3,LLM,center_embedding_depth2,14,5,155.0,24.0,True,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding_depth2,14,5,273.0,45.0,False,5,,,,
deepseek-r1,LRM,center_embedding_depth2,11,5,163.0,24.0,True,5,,,,
glm-4.5-think,LRM,center_embedding_depth2,12,5,166.0,28.0,True,5,,,,
qwen3-30b-a3b,LLM,center_embedding_depth2,14,5,191.0,32.0,True,5,,,,
glm-4.5,LLM,center_embedding_depth2,14,5,124.0,18.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding_depth2,14,5,222.0,36.0,False,5,,,,
claude-sonnet-4.6,LLM,center_embedding_depth2,14,5,213.0,32.0,False,5,,,,
glm-4.5-think,LRM,center_embedding_depth2,13,5,93.0,16.0,True,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding_depth2,14,5,33.0,7.0,True,5,,,,
deepseek-r1,LRM,center_embedding_depth2,15,5,167.0,26.0,True,5,,,,
qwen3-30b-a3b,LLM,center_embedding_depth2,15,5,151.0,25.0,True,5,,,,
deepseek-v3,LLM,center_embedding_depth2,15,5,153.0,24.0,True,5,,,,
glm-4.5-think,LRM,center_embedding_depth2,14,5,197.0,33.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding_depth2,15,5,247.0,38.0,False,5,,,,
claude-sonnet-4.6,LLM,center_embedding_depth2,15,5,212.0,29.0,False,5,,,,
glm-4.5,LLM,center_embedding_depth2,15,5,128.0,18.0,True,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding_depth2,15,5,210.0,33.0,False,5,,,,
gemini-3.5-flash-think,LRM,center_embedding_depth2,14,5,226.0,33.0,False,5,,,,
gemini-3.5-flash-think,LRM,center_embedding_depth2,15,5,188.0,27.0,False,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding_depth2,15,5,57.0,10.0,True,5,,,,
qwen3-30b-a3b,LLM,center_embedding_depth2,16,5,256.0,47.0,False,5,,,,
deepseek-v3,LLM,center_embedding_depth2,16,5,210.0,32.0,False,5,,,,
glm-4.5,LLM,center_embedding_depth2,16,5,97.0,12.0,True,5,,,,
claude-sonnet-4.6,LLM,center_embedding_depth2,16,5,232.0,38.0,False,5,,,,
gemini-3.5-flash,LLM,center_embedding_depth2,16,5,263.0,38.0,False,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding_depth2,16,5,284.0,46.0,False,5,,,,
gemini-3.5-flash-think,LRM,center_embedding_depth2,16,5,217.0,33.0,False,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding_depth2,16,5,40.0,7.0,True,5,,,,
deepseek-r1,LRM,center_embedding_depth2,13,5,215.0,32.0,False,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding_depth2,17,5,215.0,32.0,False,5,,,,
qwen3-30b-a3b,LLM,center_embedding_depth2,17,5,195.0,33.0,True,5,,,,
gemini-3.5-flash-think,LRM,center_embedding_depth2,17,5,195.0,26.0,False,5,,,,
deepseek-v3,LLM,center_embedding_depth2,17,5,234.0,36.0,False,5,,,,
glm-4.5,LLM,center_embedding_depth2,17,5,97.0,12.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding_depth2,17,5,270.0,42.0,False,5,,,,
claude-sonnet-4.6,LLM,center_embedding_depth2,17,5,191.0,29.0,True,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding_depth2,17,5,40.0,7.0,True,5,,,,
glm-4.5-think,LRM,center_embedding_depth2,16,5,182.0,29.0,True,5,,,,
glm-4.5-think,LRM,center_embedding_depth2,15,5,59.0,8.0,True,5,,,,
glm-4.5-think,LRM,center_embedding_depth2,17,5,96.0,20.0,True,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding_depth2,18,5,272.0,42.0,False,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding_depth2,18,5,57.0,9.0,True,5,,,,
glm-4.5,LLM,center_embedding_depth2,18,5,128.0,18.0,True,5,,,,
qwen3-30b-a3b,LLM,center_embedding_depth2,18,5,135.0,23.0,True,5,,,,
claude-sonnet-4.6,LLM,center_embedding_depth2,18,5,225.0,29.0,False,5,,,,
gemini-3.5-flash,LLM,center_embedding_depth2,18,5,204.0,27.0,True,5,,,,
deepseek-v3,LLM,center_embedding_depth2,18,5,168.0,25.0,True,5,,,,
glm-4.5-think,LRM,center_embedding_depth2,18,5,149.0,21.0,True,5,,,,
gemini-3.5-flash-think,LRM,center_embedding_depth2,18,5,215.0,27.0,False,5,,,,
deepseek-v3,LLM,center_embedding_depth2,19,5,178.0,24.0,True,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding_depth2,19,5,221.0,37.0,False,5,,,,
qwen3-30b-a3b,LLM,center_embedding_depth2,19,5,182.0,32.0,True,5,,,,
gemini-3.5-flash-think,LRM,center_embedding_depth2,19,5,176.0,22.0,False,5,,,,
gemini-3.5-flash,LLM,center_embedding_depth2,19,5,163.0,22.0,True,5,,,,
claude-sonnet-4.6,LLM,center_embedding_depth2,19,5,309.0,45.0,False,5,,,,
glm-4.5,LLM,center_embedding_depth2,19,5,77.0,12.0,True,5,,,,
deepseek-r1,LRM,center_embedding_depth2,14,5,185.0,29.0,False,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding_depth2,19,5,25.0,5.0,True,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding_depth2,20,5,227.0,35.0,False,5,,,,
deepseek-v3,LLM,center_embedding_depth2,20,5,309.0,47.0,False,5,,,,
qwen3-30b-a3b,LLM,center_embedding_depth2,20,5,178.0,31.0,True,5,,,,
gemini-3.5-flash-think,LRM,center_embedding_depth2,20,5,175.0,29.0,False,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding_depth2,20,5,41.0,7.0,True,5,,,,
glm-4.5-think,LRM,center_embedding_depth2,19,5,157.0,20.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding_depth2,20,5,283.0,42.0,False,5,,,,
claude-sonnet-4.6,LLM,center_embedding_depth2,20,5,147.0,21.0,True,5,,,,
glm-4.5,LLM,center_embedding_depth2,20,5,94.0,14.0,True,5,,,,
deepseek-r1,LRM,center_embedding_depth2,18,5,278.0,43.0,False,5,,,,
deepseek-r1,LRM,center_embedding_depth2,17,5,163.0,22.0,True,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding_depth2,21,5,247.0,36.0,False,5,,,,
deepseek-r1,LRM,center_embedding_depth2,16,5,120.0,17.0,True,5,,,,
deepseek-v3,LLM,center_embedding_depth2,21,5,280.0,46.0,False,5,,,,
glm-4.5,LLM,center_embedding_depth2,21,5,72.0,11.0,True,5,,,,
qwen3-30b-a3b,LLM,center_embedding_depth2,21,5,184.0,34.0,True,5,,,,
gemini-3.5-flash-think,LRM,center_embedding_depth2,21,5,177.0,24.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding_depth2,21,5,277.0,42.0,False,5,,,,
claude-sonnet-4.6,LLM,center_embedding_depth2,21,5,155.0,22.0,True,5,,,,
glm-4.5-think,LRM,center_embedding_depth2,20,5,125.0,21.0,True,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding_depth2,21,5,37.0,6.0,True,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding_depth2,22,5,268.0,45.0,False,5,,,,
deepseek-v3,LLM,center_embedding_depth2,22,5,209.0,29.0,True,5,,,,
gemini-3.5-flash-think,LRM,center_embedding_depth2,22,5,191.0,27.0,True,5,,,,
qwen3-30b-a3b,LLM,center_embedding_depth2,22,5,144.0,26.0,True,5,,,,
glm-4.5-think,LRM,center_embedding_depth2,21,5,90.0,11.0,True,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding_depth2,22,5,40.0,7.0,True,5,,,,
glm-4.5,LLM,center_embedding_depth2,22,5,108.0,18.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding_depth2,22,5,272.0,42.0,False,5,,,,
claude-sonnet-4.6,LLM,center_embedding_depth2,22,5,134.0,17.0,True,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding_depth2,23,5,236.0,35.0,False,5,,,,
deepseek-r1,LRM,center_embedding_depth2,19,5,243.0,36.0,False,5,,,,
deepseek-v3,LLM,center_embedding_depth2,23,5,224.0,34.0,False,5,,,,
deepseek-r1,LRM,center_embedding_depth2,21,5,173.0,26.0,True,5,,,,
glm-4.5,LLM,center_embedding_depth2,23,5,61.0,8.0,True,5,,,,
qwen3-30b-a3b,LLM,center_embedding_depth2,23,5,144.0,26.0,True,5,,,,
claude-sonnet-4.6,LLM,center_embedding_depth2,23,5,223.0,35.0,False,5,,,,
gemini-3.5-flash,LLM,center_embedding_depth2,23,5,185.0,31.0,True,5,,,,
gemini-3.5-flash-think,LRM,center_embedding_depth2,23,5,186.0,25.0,True,5,,,,
deepseek-r1,LRM,center_embedding_depth2,20,5,150.0,21.0,True,5,,,,
glm-4.5-think,LRM,center_embedding_depth2,23,5,69.0,9.0,True,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding_depth2,23,5,33.0,7.0,True,5,,,,
deepseek-r1,LRM,center_embedding_depth2,24,5,167.0,28.0,True,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding_depth2,24,5,261.0,41.0,False,5,,,,
gemini-3.5-flash-think,LRM,center_embedding_depth2,24,5,184.0,30.0,True,5,,,,
deepseek-v3,LLM,center_embedding_depth2,24,5,208.0,29.0,False,5,,,,
glm-4.5,LLM,center_embedding_depth2,24,5,61.0,8.0,True,5,,,,
qwen3-30b-a3b,LLM,center_embedding_depth2,24,5,180.0,33.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding_depth2,24,5,336.0,53.0,False,5,,,,
claude-sonnet-4.6,LLM,center_embedding_depth2,24,5,267.0,37.0,False,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding_depth2,24,5,40.0,7.0,True,5,,,,
deepseek-v3,LLM,center_embedding_depth2,25,5,196.0,32.0,True,5,,,,
qwen3-30b-a3b,LLM,center_embedding_depth2,25,5,168.0,30.0,True,5,,,,
glm-4.5,LLM,center_embedding_depth2,25,5,124.0,20.0,True,5,,,,
deepseek-r1,LRM,center_embedding_depth2,22,5,248.0,38.0,False,5,,,,
gemini-3.5-flash-think,LRM,center_embedding_depth2,25,5,192.0,25.0,False,5,,,,
claude-sonnet-4.6,LLM,center_embedding_depth2,25,5,203.0,31.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding_depth2,25,5,195.0,27.0,True,5,,,,
glm-4.5-think,LRM,center_embedding_depth2,22,5,142.0,19.0,True,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding_depth2,25,5,49.0,8.0,True,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding_depth2,25,5,214.0,32.0,False,5,,,,
deepseek-v3,LLM,center_embedding_depth2,26,5,177.0,29.0,True,5,,,,
qwen3-30b-a3b,LLM,center_embedding_depth2,26,5,182.0,33.0,True,5,,,,
glm-4.5-think,LRM,center_embedding_depth2,25,5,91.0,13.0,True,5,,,,
glm-4.5,LLM,center_embedding_depth2,26,5,99.0,15.0,True,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding_depth2,26,5,192.0,27.0,False,5,,,,
claude-sonnet-4.6,LLM,center_embedding_depth2,26,5,211.0,31.0,False,5,,,,
gemini-3.5-flash,LLM,center_embedding_depth2,26,5,177.0,23.0,True,5,,,,
glm-4.5-think,LRM,center_embedding_depth2,24,5,132.0,21.0,True,5,,,,
glm-4.5-think,LRM,center_embedding_depth2,26,5,86.0,12.0,True,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding_depth2,26,5,67.0,11.0,True,5,,,,
deepseek-v3,LLM,center_embedding_depth2,27,5,136.0,18.0,True,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding_depth2,27,5,274.0,41.0,False,5,,,,
qwen3-30b-a3b,LLM,center_embedding_depth2,27,5,170.0,30.0,True,5,,,,
gemini-3.5-flash-think,LRM,center_embedding_depth2,26,5,183.0,24.0,True,5,,,,
glm-4.5,LLM,center_embedding_depth2,27,5,111.0,15.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding_depth2,27,5,260.0,41.0,False,5,,,,
claude-sonnet-4.6,LLM,center_embedding_depth2,27,5,177.0,24.0,True,5,,,,
gemini-3.5-flash-think,LRM,center_embedding_depth2,27,5,140.0,20.0,True,5,,,,
deepseek-r1,LRM,center_embedding_depth2,23,5,279.0,43.0,False,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding_depth2,27,5,47.0,9.0,True,5,,,,
gemini-3.5-flash-think,LRM,center_embedding_depth2,28,5,178.0,28.0,False,5,,,,
deepseek-v3,LLM,center_embedding_depth2,28,5,173.0,24.0,True,5,,,,
deepseek-r1,LRM,center_embedding_depth2,25,5,100.0,16.0,True,5,,,,
qwen3-30b-a3b,LLM,center_embedding_depth2,28,5,194.0,35.0,True,5,,,,
glm-4.5-think,LRM,center_embedding_depth2,27,5,179.0,31.0,True,5,,,,
glm-4.5,LLM,center_embedding_depth2,28,5,60.0,7.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding_depth2,28,5,207.0,30.0,False,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding_depth2,28,5,237.0,36.0,False,5,,,,
claude-sonnet-4.6,LLM,center_embedding_depth2,28,5,226.0,37.0,False,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding_depth2,28,5,30.0,6.0,True,5,,,,
deepseek-v3,LLM,center_embedding_depth2,29,5,196.0,28.0,True,5,,,,
qwen3-30b-a3b,LLM,center_embedding_depth2,29,5,169.0,29.0,True,5,,,,
gemini-3.5-flash-think,LRM,center_embedding_depth2,29,5,196.0,25.0,False,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding_depth2,29,5,224.0,32.0,False,5,,,,
glm-4.5,LLM,center_embedding_depth2,29,5,68.0,8.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding_depth2,29,5,209.0,29.0,True,5,,,,
claude-sonnet-4.6,LLM,center_embedding_depth2,29,5,236.0,36.0,False,5,,,,
glm-4.5-think,LRM,center_embedding_depth2,28,5,133.0,19.0,True,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding_depth2,29,5,37.0,6.0,True,5,,,,
deepseek-r1,LRM,center_embedding_depth2,27,5,127.0,19.0,True,5,,,,
deepseek-r1,LRM,center_embedding_depth2,28,5,230.0,32.0,False,5,,,,
claude-sonnet-4.6-think,LRM,center_embedding_depth2,30,5,260.0,45.0,False,5,,,,
glm-4.5-think,LRM,center_embedding_depth2,30,5,105.0,15.0,True,5,,,,
qwen3-30b-a3b,LLM,center_embedding_depth2,30,5,211.0,36.0,False,5,,,,
glm-4.5,LLM,center_embedding_depth2,30,5,117.0,20.0,True,5,,,,
qwen3-30b-a3b-think,LRM,center_embedding_depth2,30,5,32.0,5.0,True,5,,,,
gemini-3.5-flash,LLM,center_embedding_depth2,30,5,222.0,29.0,False,5,,,,
gemini-3.5-flash-think,LRM,center_embedding_depth2,30,5,210.0,30.0,False,5,,,,
claude-sonnet-4.6,LLM,center_embedding_depth2,30,5,155.0,22.0,True,5,,,,
deepseek-r1,LRM,center_embedding_depth2,26,5,179.0,27.0,True,5,,,,
deepseek-v3,LLM,center_embedding_depth2,30,5,212.0,34.0,False,5,,,,
glm-4.5-think,LRM,center_embedding_depth2,29,5,113.0,18.0,True,5,,,,
deepseek-r1,LRM,center_embedding_depth2,30,5,214.0,32.0,False,5,,,,
deepseek-r1,LRM,center_embedding_depth2,29,5,394.0,57.0,False,5,,,,
